"Sample"	"Note"	"End.2.Mapping.Rate"	"Chimeric.Pairs"	"Intragenic.Rate"	"Num..Gaps"	"Mapping.Rate"	"Exonic.Rate"	"X5..Norm"	"Genes.Detected"	"Unique.Rate.of.Mapped"	"X3..Norm"	"Read.Length"	"Mean.Per.Base.Cov."	"End.1.Mismatch.Rate"	"Fragment.Length.StdDev"	"Estimated.Library.Size"	"Mapped"	"Intergenic.Rate"	"rRNA"	"Total.Purity.Filtered.Reads.Sequenced"	"Failed.Vendor.QC.Check"	"Mean.CV"	"Transcripts.Detected"	"Mapped.Pairs"	"Cumul..Gap.Length"	"Gap.."	"Unpaired.Reads"	"Intronic.Rate"	"Mapped.Unique.Rate.of.Total"	"Expression.Profiling.Efficiency"	"Mapped.Unique"	"End.2.Mismatch.Rate"	"End.2.Antisense"	"Alternative.Aligments"	"End.2.Sense"	"Fragment.Length.Mean"	"End.1.Antisense"	"Split.Reads"	"Base.Mismatch.Rate"	"End.1.Sense"	"End.1...Sense"	"rRNA.rate"	"End.1.Mapping.Rate"	"No..Covered.5."	"Duplication.Rate.of.Mapped"	"End.2...Sense"
"120"	"ELL3153A208"	"NoDesc"	0.9538402	2224459	0.9564303	159	0.95665526	0.775426	0.33239952	20492	1	0.6980908	75	60.288723	0.0013040735	189	0	62969961	0.043200806	155958	65823044	0	0.5524178	106310	31260140	13648	0.029923787	0	0.18100433	0.95665526	0.7418153	62969961	0.0024969738	556635	3668612	26838844	147	26930771	11633754	0.0018987685	575520	2.0923214	0.0023693526	0.95947033	216	0	97.96814
"121"	"ELL3153A20"	"NoDesc"	0.8654066	79977	0.95854557	263	0.86735165	0.84209	0.34212148	17712	1	0.6756199	75	32.34369	0.0010653174	159	0	31860494	0.04118442	315495	36733077	0	0.5844258	97377	15845462	23826	0.046131864	0	0.1164556	0.86735165	0.73038816	31860494	0.0019147913	245244	3016351	13683442	115	13693782	6402465	0.0014891018	255042	1.8284122	0.008588853	0.8692967	216	0	98.23929
"122"	"ELL3153A21"	"NoDesc"	0.9357688	111392	0.9585908	208	0.93815947	0.8187907	0.3481496	17913	1	0.67253166	75	42.854374	0.0011080888	159	0	44610554	0.041066583	304934	47551139	0	0.61457974	97493	22183338	19708	0.039427906	0	0.13980015	0.93815947	0.76815623	44610554	0.0021484527	350734	3171008	19087466	115	19106185	8558930	0.0016269451	364092	1.8699889	0.006412759	0.9405503	203	0	98.19565
"123"	"ELL3153A22"	"NoDesc"	0.9107862	102653	0.9616814	205	0.91298175	0.8385593	0.40620846	17981	1	0.65504223	75	40.49229	0.0010724177	166	0	38903760	0.03801558	305466	42611758	0	0.5506486	98247	19347507	14784	0.034318265	0	0.12312208	0.91298175	0.7655894	38903760	0.0020262245	298954	3252565	16784352	119	16807853	8072163	0.0015481743	311114	1.8173642	0.0071685845	0.9151773	214	0	98.25002
"124"	"ELL3153A23"	"NoDesc"	0.90127486	105024	0.9553848	230	0.90330005	0.8170082	0.36776355	17937	1	0.6040487	75	37.93445	0.001060333	160	0	40032435	0.04424617	338415	44317984	0	0.60417074	97839	19910017	20358	0.03707292	0	0.13837664	0.90330005	0.7380035	40032435	0.0019709214	325770	4240870	17091996	118	17098245	7794945	0.0015146065	336937	1.932512	0.0076360647	0.9053251	204	0	98.12967
"125"	"ELL3153A24"	"NoDesc"	0.9558461	242522	0.9523434	154	0.9590281	0.744944	0.3194209	20369	1	0.7501413	75	54.021793	0.0012008244	172	0	59431291	0.047366157	126010	61970331	0	0.5477083	106045	29489573	11716	0.02443873	0	0.20739937	0.9590281	0.7144222	59431291	0.0023961747	545389	3181794	25196082	139	25295364	10041374	0.0017965164	563896	2.1806347	0.0020333924	0.9622101	216	0	97.88129
"126"	"ELL3153A25"	"NoDesc"	0.91915905	655846	0.95336276	236	0.9223971	0.81816703	0.3416542	19629	1	0.7155268	75	36.281693	0.0012632387	146	0	39172153	0.046157792	113076	42467777	0	0.59831554	104620	19434821	18544	0.035664488	0	0.13519576	0.9223971	0.7546749	39172153	0.0025822958	356915	23028005	16597812	121	16673767	7319798	0.001920452	370719	2.1750083	0.0026626305	0.9256351	199	0	97.89489
"127"	"ELL3153A26"	"NoDesc"	0.9491215	492253	0.9512425	160	0.9520958	0.74386287	0.28975084	21231	1	0.67060614	75	54.66492	0.0012694425	181	0	61335933	0.04835717	154095	64422015	0	0.5399613	109072	30427278	12444	0.025052797	0	0.20737956	0.9520958	0.70822877	61335933	0.002408873	599123	4001166	25950307	143	26047950	10492977	0.0018373779	619334	2.3224487	0.0023919619	0.95507014	226	0	97.74337
"128"	"ELL3153A27"	"NoDesc"	0.94956887	283625	0.958544	151	0.95244664	0.7574014	0.31056324	19231	1	0.781591	75	69.282326	0.0012693597	213	0	74050975	0.041144643	184041	77748157	0	0.5544097	101032	36773307	10043	0.023359563	0	0.20114261	0.95244664	0.7213844	74050975	0.0025447397	576050	4868276	31696642	174	31800686	12922988	0.0019051229	594695	1.8357402	0.0023671428	0.9553245	224	0	98.21506
"129"	"ELL3153A28"	"NoDesc"	0.9278063	210789	0.9652602	169	0.93041724	0.83101547	0.31592023	18065	1	0.74822074	75	47.972588	0.0012168074	170	0	46451900	0.034334913	314957	49925881	0	0.55774707	98329	23081602	12403	0.025657628	0	0.13424481	0.93041724	0.77319115	46451900	0.002361484	334068	3088952	20122830	121	20175662	9440498	0.0017875397	347610	1.6937357	0.006308492	0.93302816	214	0	98.36697
"130"	"ELL3153A29"	"NoDesc"	0.94039226	206496	0.9622051	210	0.9429222	0.8133495	0.3243784	17732	1	0.6247715	75	48.048878	0.0012272443	162	0	49662826	0.03739161	300811	52669061	0	0.5802035	96313	24685899	17132	0.036517493	0	0.14885561	0.9429222	0.7669253	49662826	0.0023974082	382029	3355064	21303894	124	21334551	9567067	0.0018107564	398480	1.8335223	0.0057113417	0.94545215	203	0	98.23835
"131"	"ELL3153A2"	"NoDesc"	0.95287746	271440	0.9460485	173	0.95615715	0.74219066	0.31937334	20932	1	0.76759666	75	50.770298	0.0012011293	166	0	57322163	0.053629115	161863	59950566	0	0.57773817	108168	28431532	10946	0.022563629	0	0.2038578	0.95615715	0.70965093	57322163	0.0024375296	606482	3576149	24030650	135	24126744	9508342	0.001817209	626779	2.53208	0.0026999412	0.95943683	212	0	97.538345
"132"	"ELL3153A30"	"NoDesc"	0.9320515	218975	0.96400714	220	0.9347999	0.82563835	0.36756375	17999	1	0.5946303	75	48.507538	0.0012166426	169	0	47421626	0.035594773	296042	50729173	0	0.5542839	98165	23558260	17323	0.034590587	0	0.13836884	0.9347999	0.77180666	47421626	0.0024179304	348608	3421941	20469916	123	20523737	9501243	0.0018155206	363617	1.7408476	0.005835735	0.93754834	222	0	98.32549
"133"	"ELL3153A31"	"NoDesc"	0.94117427	204968	0.9636354	212	0.94387496	0.8199343	0.3699537	17553	1	0.6873057	75	47.908585	0.0012325299	163	0	48877963	0.035968173	293688	51784365	0	0.6193717	95492	24293197	16707	0.03770064	0	0.14370109	0.94387496	0.77391547	48877963	0.0024441795	369255	2967902	20993260	125	21026880	9386322	0.0018366212	385915	1.8022635	0.0056713643	0.9465755	218	0	98.27148
"134"	"ELL3153A32"	"NoDesc"	0.94477224	222957	0.9554674	182	0.9479164	0.75712204	0.35257444	20206	1	0.73989403	75	54.570564	0.0012488317	177	0	58685930	0.044185344	137095	61910448	0	0.5915173	105453	29115358	12691	0.028535903	0	0.19834541	0.9479164	0.7176884	58685930	0.002480819	504578	3900242	24985946	139	25081620	10385036	0.0018627819	522920	2.042294	0.0022144082	0.95106065	225	0	98.02052
"135"	"ELL3153A33"	"NoDesc"	0.9304698	164998	0.94274944	185	0.9342761	0.7444058	0.3280316	20270	1	0.64547807	75	36.26726	0.0012752851	143	0	43125300	0.05687418	98065	46159052	0	0.54486966	105991	21373638	11188	0.024334066	0	0.19834363	0.9342761	0.6954806	43125300	0.0025783968	458642	10201830	17983675	123	18083000	7041365	0.0019241865	474063	2.554623	0.002124502	0.93808246	224	0	97.513115
"136"	"ELL3153A34"	"NoDesc"	0.94636476	175708	0.95387185	166	0.94985026	0.76993257	0.35284024	20657	1	0.6820389	75	49.675713	0.0012727506	171	0	53440155	0.04574485	137933	56261665	0	0.55752635	107637	26504888	11434	0.024266373	0	0.18393932	0.94985026	0.7313206	53440155	0.002537827	485913	3225019	22704688	129	22813517	9534558	0.0019029678	503158	2.157932	0.0024516338	0.95333576	226	0	97.90471
"137"	"ELL3153A35"	"NoDesc"	0.9358257	128743	0.96126264	169	0.9388328	0.7851681	0.392258	18169	1	0.6731536	75	49.930027	0.001243231	171	0	51595671	0.03839227	145293	54957251	0	0.53061104	97788	25618309	10937	0.022850255	0	0.17609458	0.9388328	0.7371416	51595671	0.0024654614	388886	3459504	22131779	127	22213570	9649967	0.0018523887	402104	1.7779881	0.0026437456	0.94183993	225	0	98.27322
"138"	"ELL3153A36"	"NoDesc"	0.937983	106300	0.9658512	184	0.9408605	0.83232486	0.28405616	17641	1	0.67453057	75	46.828156	0.0012489533	171	0	44751795	0.033753328	312179	47564754	0	0.5576502	96945	22231187	13660	0.030758422	0	0.13352633	0.9408605	0.78310156	44751795	0.0024821586	291411	2635203	19433052	120	19496337	9031307	0.0018636703	303874	1.5347008	0.0065632425	0.9437379	219	0	98.52258
"139"	"ELL3153A37"	"NoDesc"	0.13352568	32394	0.80841565	1310	0.13377398	0.69120073	0.3023797	13518	1	0.64907575	75	2.3067212	0.0011894724	139	0	3708982	0.19136788	413389	27725735	0	0.86760235	75106	1842498	93343	0.20520402	0	0.11721491	0.13377398	0.09246467	3708982	0.0017287784	41833	7606475	1328945	101	1331655	432112	0.0014586247	43273	3.1472921	0.014909938	0.13402227	112	0	96.94823
"140"	"ELL3153A38"	"NoDesc"	0.64653665	69767	0.91467506	306	0.64786804	0.79713786	0.38765517	16760	1	0.6762147	75	16.425333	0.0010832536	170	0	17999292	0.0850099	570549	27782345	0	0.60837466	93701	8946411	29509	0.06308577	0	0.11753718	0.64786804	0.5164401	17999292	0.001798283	149982	9060042	7357119	119	7363403	3333032	0.0014400337	156807	2.0851412	0.020536387	0.64919937	201	0	98.00213
"141"	"ELL3153A39"	"NoDesc"	0.7438259	70250	0.927121	272	0.74567556	0.791512	0.3648495	16879	1	0.6917113	75	18.93359	0.0011416352	168	0	21221964	0.072489284	538067	28460050	0	0.5944869	93391	10543948	18370	0.039108906	0	0.13560903	0.74567556	0.5902112	21221964	0.0019734015	185149	6327349	8743579	116	8754287	3854618	0.0015564867	193478	2.1623054	0.018906046	0.7475253	208	0	97.92637
"142"	"ELL3153A3"	"NoDesc"	0.9539773	163258	0.95834553	179	0.9570415	0.7785172	0.32776874	18622	1	0.6554724	75	56.94926	0.0011791989	183	0	59957080	0.04138127	162016	62648358	0	0.597028	99171	29775670	11815	0.025351847	0	0.17982839	0.9570415	0.74507326	59957080	0.002440201	456248	3466483	25606030	148	25694366	10732159	0.0018076812	471199	1.8008364	0.0025861172	0.9601057	215	0	98.24939
"143"	"ELL3153A40"	"NoDesc"	0.94703174	128997	0.95673126	188	0.9509865	0.76774496	0.3641869	19582	1	0.65923774	75	45.007645	0.0012730208	162	0	48558304	0.04294423	114074	51060981	0	0.570618	103753	24072124	13978	0.028508145	0	0.1889863	0.9509865	0.7301151	48558304	0.002634559	416378	2808067	20682812	123	20796507	8755356	0.0019509589	431962	2.0348241	0.0022340738	0.95494133	216	0	98.02657
"144"	"ELL3153A41"	"NoDesc"	0.91823184	229046	0.93010646	244	0.9208349	0.76260227	0.3288446	19956	1	0.710317	75	32.668957	0.0011224627	147	0	37520822	0.0694561	86244	40746530	0	0.5579261	105144	18624503	20210	0.04339629	0	0.16750416	0.9208349	0.70223075	37520822	0.0022853105	390409	26643288	15389612	120	15445840	6580098	0.0017022431	399874	2.5235467	0.0021165975	0.9234377	204	0	97.525925
"145"	"ELL3153A42"	"NoDesc"	0.9472025	170799	0.9510755	193	0.9497313	0.74182826	0.35491154	21250	1	0.6553804	75	51.5412	0.0011356296	172	0	58379603	0.048477188	147642	61469599	0	0.54408485	109387	28977042	16021	0.0341016	0	0.20924726	0.9497313	0.7045375	58379603	0.0022767733	585703	4579486	24685016	136	24765542	10062502	0.0017046821	601403	2.3708138	0.0024018702	0.95226014	213	0	97.68228
"146"	"ELL3153A43"	"NoDesc"	0.9490345	322671	0.95905185	167	0.9514144	0.77501094	0.32203734	18970	1	0.65272564	75	55.053234	0.0011204547	184	0	58050185	0.04061746	168197	61014614	0	0.52701855	100600	28840075	11554	0.022912556	0	0.18404086	0.9514144	0.73735654	58050185	0.002299282	461184	3847268	24872879	141	24940120	10722734	0.001708394	473192	1.8619847	0.0027566673	0.9537943	218	0	98.17959
"147"	"ELL3153A44"	"NoDesc"	0.9479096	261714	0.96602196	191	0.9498887	0.8293102	0.34500572	17972	1	0.66769814	75	46.66201	0.0010506795	168	0	46549273	0.033649635	285393	49004978	0	0.5497479	97894	23159429	12800	0.028013043	0	0.13671187	0.9498887	0.78775233	46549273	0.0021462354	341621	2722100	20049284	121	20068484	9439763	0.0015973162	353025	1.7286922	0.0058237556	0.95186776	215	0	98.324646
"148"	"ELL3153A45"	"NoDesc"	0.94165236	247263	0.968041	222	0.9436744	0.84417665	0.40449283	18138	1	0.62735486	75	48.58339	0.0010488214	169	0	45544093	0.031637516	275425	48262509	0	0.57930017	98839	22658274	18028	0.040006835	0	0.12386432	0.9436744	0.7966279	45544093	0.002118772	326110	2535179	19750675	119	19778958	9693865	0.0015826504	338163	1.6809713	0.005706811	0.9456965	229	0	98.3757
"149"	"ELL3153A46"	"NoDesc"	0.9442447	376674	0.9636033	154	0.94624144	0.8214095	0.35188004	18517	1	0.68368345	75	59.93906	0.0010533999	179	0	58668407	0.036037896	408948	62001520	0	0.5419105	99601	29186103	12307	0.025747616	0	0.14219382	0.94624144	0.7772517	58668407	0.0022067172	398522	4863201	25142311	148	25174553	11731090	0.0016288416	410764	1.6054678	0.0065957736	0.9482382	218	0	98.43968
"150"	"ELL3153A47"	"NoDesc"	0.95395446	183773	0.9666521	195	0.9562467	0.8290628	0.34554538	18033	1	0.5579328	75	48.029037	0.0010693428	170	0	49128874	0.032996625	286258	51376776	0	0.5744303	98163	24435211	18712	0.040089555	0	0.13758928	0.9562467	0.79278857	49128874	0.0023158551	362226	2419788	21169253	127	21200334	9837980	0.0016911048	375573	1.7407054	0.0055717393	0.958539	212	0	98.31768
"151"	"ELL3153A48"	"NoDesc"	0.91953063	221053	0.95043254	150	0.9279162	0.7289824	0.3551469	20657	1	0.7078927	75	49.31056	0.001180231	163	0	55207743	0.049225178	125380	59496475	0	0.50753975	106704	27230093	10791	0.021448249	0	0.22145016	0.9279162	0.6764346	55207743	0.003937461	537020	3980808	23214461	126	23570162	9372045	0.0025463875	564194	2.3377213	0.0021073518	0.93630177	215	0	97.739
"152"	"ELL3153A49"	"NoDesc"	0.9168636	297565	0.94851494	191	0.9205934	0.78514785	0.35044342	20019	1	0.6559628	75	36.739307	0.0012177444	151	0	40098995	0.050990503	77628	43557771	0	0.5520585	105403	19877622	12365	0.02621514	0	0.16336706	0.9205934	0.72280186	40098995	0.0025093975	413926	6713417	16746626	124	16840769	7191456	0.0018609544	427594	2.4761698	0.0017821848	0.92432314	207	0	97.58792
"153"	"ELL3153A4"	"NoDesc"	0.9540952	123433	0.9652846	192	0.9565548	0.835607	0.26597098	17715	1	0.7418125	75	48.124313	0.0011106358	165	0	46370391	0.034443293	305551	48476464	0	0.5908769	96907	23057227	15304	0.033658393	0	0.12967764	0.9565548	0.7993038	46370391	0.0022124578	322972	2401143	20047663	122	20087079	9289135	0.0016601305	335932	1.64487	0.0063030794	0.95901424	203	0	98.41453
"154"	"ELL3153A50"	"NoDesc"	0.946549	152788	0.9508406	160	0.95012146	0.75463015	0.31182057	20734	1	0.70643824	75	46.65353	0.0011966072	172	0	50942338	0.048727073	134322	53616658	0	0.5360207	108039	25258408	11642	0.024255581	0	0.19621041	0.95012146	0.71699035	50942338	0.0024715322	519685	3448986	21484240	123	21596302	9050087	0.0018316727	536020	2.4218879	0.002505229	0.95369405	226	0	97.63822
"155"	"ELL3153A51"	"NoDesc"	0.9327493	126717	0.9647925	203	0.93542403	0.8537013	0.36256838	17684	1	0.69936955	75	45.44327	0.0011524179	163	0	42352864	0.034836534	149045	45276649	0	0.58447874	96459	21049006	16782	0.038488265	0	0.11109109	0.93542403	0.7985727	42352864	0.002434353	297929	2878357	18172440	121	18222111	8628931	0.0017915526	307114	1.6574575	0.0032918735	0.9380988	215	0	98.38699
"156"	"ELL3153A52"	"NoDesc"	0.9420182	230040	0.96484995	187	0.9448736	0.80039966	0.37900934	17918	1	0.62301993	75	44.931847	0.0011691621	166	0	46608894	0.03470464	232273	49328184	0	0.51743287	97670	23147551	14671	0.02945286	0	0.16445036	0.9448736	0.7562764	46608894	0.0024189458	333885	2800022	20056765	120	20121708	9023256	0.0017921656	344631	1.6838917	0.004708728	0.9477289	222	0	98.36256
"157"	"ELL3153A53"	"NoDesc"	0.9522879	121506	0.965801	180	0.9540649	0.8313913	0.3656645	17778	1	0.6825171	75	52.05587	0.0010681304	176	0	52077035	0.03379952	259403	54584375	0	0.5482726	96876	25915765	13123	0.026135031	0	0.13440968	0.9540649	0.7932012	52077035	0.0021843088	375531	3240119	22417797	132	22428415	10650991	0.00162518	387863	1.6999398	0.0047523305	0.9558419	220	0	98.352455
"158"	"ELL3153A54"	"NoDesc"	0.9526771	135595	0.96353066	151	0.95473677	0.8092462	0.38444325	19484	1	0.6769731	75	55.37069	0.0010880278	180	0	56368589	0.036050096	234483	59040972	0	0.55165446	103852	28024136	10543	0.023060283	0	0.15428457	0.95473677	0.7726171	56368589	0.002264132	420745	3522507	24266698	141	24306403	11171981	0.0016748112	433771	1.7533062	0.00397153	0.9567966	215	0	98.29571
"159"	"ELL3153A55"	"NoDesc"	0.9541391	129392	0.9653677	197	0.95602256	0.83191496	0.3826001	17776	1	0.5475224	75	48.27354	0.001067163	169	0	48430587	0.03420652	246397	50658414	0	0.60803914	97020	24096662	16500	0.035175312	0	0.13345268	0.95602256	0.7953295	48430587	0.0021941778	337815	3122405	20845270	125	20859478	9950109	0.0016295603	349952	1.649983	0.004863891	0.9579059	215	0	98.405266
"160"	"ELL3153A56"	"NoDesc"	0.95600724	238652	0.95368993	152	0.9583516	0.75959545	0.38661996	20314	1	0.6610848	75	52.192272	0.0011049943	179	0	56176691	0.045958865	113272	58618042	0	0.5370556	106103	27899375	11442	0.022300746	0	0.19409443	0.9583516	0.7279595	56176691	0.002229086	538130	3504756	23825912	136	23884446	9907538	0.0016656652	553599	2.2653162	0.0019323744	0.9606959	224	0	97.7913
"161"	"ELL3153A57"	"NoDesc"	0.9245849	574897	0.9442327	227	0.9275882	0.7786059	0.34315038	20143	1	0.71047556	75	38.333874	0.0011800072	150	0	42424365	0.055300556	75502	45736205	0	0.57803506	105831	21049558	15120	0.028682483	0	0.16562678	0.9275882	0.72222567	42424365	0.0023690492	473335	9269884	17608400	123	17687896	7607970	0.0017726034	486027	2.6743097	0.0016508148	0.93059164	216	0	97.38224
"162"	"ELL3153A58"	"NoDesc"	0.9499769	191360	0.9521263	183	0.95300496	0.7672992	0.3140929	20822	1	0.67944044	75	50.806763	0.0011949628	177	0	55024456	0.047451083	142681	57737850	0	0.50514936	108159	27303877	11259	0.021460472	0	0.18482716	0.95300496	0.7312399	55024456	0.0023835793	561565	3490487	23274402	133	23369328	9929731	0.0017873826	577869	2.4130967	0.0024711867	0.956033	222	0	97.644035
"163"	"ELL3153A59"	"NoDesc"	0.94585896	258205	0.96018857	170	0.9485528	0.7952291	0.3848596	18350	1	0.5940295	75	49.48384	0.0011760386	179	0	50813367	0.039447416	153192	53569365	0	0.5271862	98879	25241513	10495	0.022041883	0	0.16495955	0.9485528	0.75431675	50813367	0.002376867	402540	3480233	21739382	128	21809350	9803410	0.0017747476	413529	1.8608254	0.0028596942	0.95124656	222	0	98.182
"164"	"ELL3153A5"	"NoDesc"	0.95587695	157840	0.9595512	201	0.95856255	0.8036232	0.33518377	17649	1	0.5838359	75	49.30328	0.0011433106	169	0	52042867	0.040138736	321636	54292614	0	0.5913063	95799	25869603	14066	0.028266663	0	0.15592803	0.95856255	0.7703231	52042867	0.0023297556	388767	2839063	22264266	129	22305470	9683992	0.0017348711	404463	1.7809961	0.0059241205	0.96124804	222	0	98.28382
"165"	"ELL3153A60"	"NoDesc"	0.9331692	165277	0.96500355	192	0.93530244	0.83802885	0.38000757	18411	1	0.6703681	75	54.522152	0.0011056741	187	0	51490025	0.034583088	312153	55051737	0	0.55452645	99598	25607950	11534	0.025165219	0	0.12697472	0.93530244	0.78381044	51490025	0.0021834744	400355	4062780	22245691	132	22284413	11020518	0.0016433451	413799	1.8230467	0.0056701754	0.9374358	220	0	98.23212
"166"	"ELL3153A61"	"NoDesc"	0.94314563	208999	0.96285146	214	0.9454188	0.82875246	0.2888928	17338	1	0.5965068	75	45.33726	0.0011273593	164	0	45175586	0.036696948	280603	47783677	0	0.5589017	95353	22466970	14879	0.032394737	0	0.13409895	0.9454188	0.78351814	45175586	0.0022759945	312932	3398237	19425260	119	19445995	9249002	0.001700296	324729	1.6424739	0.005872361	0.94769204	210	0	98.41458
"167"	"ELL3153A62"	"NoDesc"	0.9411268	144682	0.9648711	215	0.9435151	0.83128667	0.36990604	18148	1	0.5945897	75	48.756927	0.0011173612	179	0	47073413	0.034687117	260464	49891530	0	0.56103545	98622	23401177	11718	0.023694219	0	0.13358442	0.9435151	0.78433156	47073413	0.0022742946	349426	3542362	20332567	124	20376782	10002098	0.0016943637	361836	1.744745	0.005220606	0.9459034	216	0	98.31049
"168"	"ELL3153A63"	"NoDesc"	0.9489203	160773	0.96565175	198	0.9514732	0.82473445	0.3385809	17602	1	0.6170242	75	50.72699	0.0011335635	174	0	51065980	0.03391957	263846	53670437	0	0.5422056	96255	25390683	15341	0.033962507	0	0.14091729	0.9514732	0.7847127	51065980	0.0023965174	375815	3252199	21991477	129	22031104	10379877	0.0017633463	389421	1.7368952	0.0049160398	0.954026	212	0	98.31979
"169"	"ELL3153A64"	"NoDesc"	0.9318064	419054	0.9561867	162	0.934369	0.78376037	0.397489	19737	1	0.74208665	75	45.535873	0.0011534356	170	0	46675789	0.043407474	111224	49954340	0	0.5280138	104301	23171984	9397	0.019707398	0	0.17242633	0.934369	0.7323214	46675789	0.0021982421	443591	3468878	19795219	122	19858133	8857624	0.0016744061	455936	2.2444348	0.0022265133	0.9369318	220	0	97.80822
"170"	"ELL3153A65"	"NoDesc"	0.9195465	121108	0.9529616	268	0.92221373	0.8060985	0.33420694	18883	1	0.6031313	75	25.043001	0.0011133384	148	0	27406812	0.04651869	73627	29718504	0	0.5817041	102069	13603233	19737	0.039848253	0	0.14686309	0.92221373	0.7433951	27406812	0.0023312576	269140	29980345	11571068	122	11617568	5236560	0.0017205367	276361	2.3235466	0.00247748	0.9248809	204	0	97.7269
"171"	"ELL3153A66"	"NoDesc"	0.9440927	139203	0.95256466	186	0.9462272	0.7498768	0.31522483	20956	1	0.6701221	75	46.450333	0.0011161577	163	0	52012194	0.047023263	156163	54967975	0	0.52955943	108680	25827667	12931	0.026747558	0	0.2026878	0.9462272	0.7095538	52012194	0.002167671	530936	4831401	22065570	124	22124493	9281560	0.0016407283	544160	2.4004955	0.0028409814	0.9483618	215	0	97.65036
"172"	"ELL3153A67"	"NoDesc"	0.9469519	153099	0.9582736	172	0.94913363	0.77698016	0.3481242	18458	1	0.59793395	75	46.617176	0.0011215403	168	0	48587247	0.04134443	160710	51191156	0	0.5346738	98846	24144292	10028	0.022056673	0	0.18129335	0.94913363	0.737458	48587247	0.002229204	385590	3984929	20784925	121	20835350	9152239	0.0016740991	394251	1.8570817	0.0031394095	0.9513153	225	0	98.178635
"173"	"ELL3153A68"	"NoDesc"	0.93786746	125483	0.9627417	187	0.9395232	0.8376149	0.36218426	18413	1	0.72298044	75	47.82524	0.0010237632	169	0	44655501	0.03686424	302416	47529962	0	0.56318957	99518	22221726	15252	0.037501015	0	0.12512681	0.9395232	0.78695863	44655501	0.0019809776	353584	3284123	19232174	119	19245900	9636531	0.001501527	363973	1.8560703	0.0063626394	0.941179	215	0	98.19469
"174"	"ELL3153A69"	"NoDesc"	0.9455385	168906	0.9612963	211	0.9473243	0.8252456	0.35855943	17978	1	0.6586954	75	45.148308	0.0010358754	169	0	44395586	0.038311154	306406	46864187	0	0.59426665	97765	22089717	14196	0.030579537	0	0.13605069	0.9473243	0.7817752	44395586	0.0020520047	346055	3509526	19009123	120	19025257	9250279	0.0015429823	356265	1.8381684	0.0065381695	0.9491102	219	0	98.21208
"175"	"ELL3153A6"	"NoDesc"	0.94822145	115103	0.9631549	222	0.95083374	0.8369236	0.27831304	18011	1	0.6710658	75	54.879314	0.0011053054	175	0	52491808	0.036579594	354714	55206085	0	0.5606192	98006	26100913	15481	0.03418579	0	0.12623139	0.95083374	0.7957752	52491808	0.0022688166	367090	3549544	22619204	135	22667140	10516676	0.0016854628	381880	1.6568166	0.00642527	0.9534461	200	0	98.40301
"176"	"ELL3153A70"	"NoDesc"	0.9467463	103852	0.9618334	243	0.9487265	0.8401788	0.29178435	18124	1	0.5949268	75	45.152344	0.0010242765	177	0	42101154	0.03775968	297672	44376492	0	0.5436701	98603	20944697	19472	0.039142057	0	0.12165463	0.9487265	0.7970999	42101154	0.00210199	319563	3413923	18123179	125	18149071	9254002	0.0015620085	329523	1.7832688	0.006707876	0.9507066	223	0	98.26727
"177"	"ELL3153A71"	"NoDesc"	0.9445624	104588	0.9603911	236	0.9467509	0.8287984	0.28431562	17781	1	0.60495955	75	40.16113	0.0010430246	169	0	39230960	0.039212093	288431	41437467	0	0.57960916	97369	19511507	15572	0.032021057	0	0.13159265	0.9467509	0.78466564	39230960	0.002180134	332795	2696404	16751986	121	16775396	8135005	0.001610265	343617	2.0072246	0.0069606327	0.94893944	212	0	98.0521
"178"	"ELL3153A72"	"NoDesc"	0.954673	192180	0.95469725	145	0.95704746	0.7287605	0.36129045	20324	1	0.697668	75	50.98314	0.0011132917	177	0	57319100	0.044930432	112310	59891596	0	0.5088725	105768	28453278	9316	0.019772686	0	0.22593674	0.95704746	0.6974584	57319100	0.0022479894	563854	3768430	24405477	133	24483822	9749599	0.0016792328	577936	2.3060474	0.0018752214	0.95942193	222	0	97.741806
"179"	"ELL3153A73"	"NoDesc"	0.91347474	136132	0.9514809	228	0.9158555	0.81337076	0.3692967	19320	1	0.6355317	75	31.673046	0.0011476241	150	0	34137148	0.047981482	74666	37273509	0	0.5992532	103499	16952369	15973	0.030696351	0	0.13811019	0.9158555	0.7449301	34137148	0.0022780583	331967	17827920	14379334	122	14420812	6519177	0.0017113719	341425	2.3128269	0.0020031922	0.9182363	216	0	97.74346
"180"	"ELL3153A74"	"NoDesc"	0.94790006	264029	0.95368415	165	0.9502035	0.7506144	0.35154232	20776	1	0.7076319	75	46.89825	0.0011421583	170	0	51592177	0.045886066	138248	54295923	0	0.5217455	107902	25613778	12260	0.028787926	0	0.2030697	0.9502035	0.71323645	51592177	0.0022246887	535253	3610411	21886850	124	21944341	9143495	0.0016821113	549677	2.4436586	0.0025461947	0.952507	220	0	97.61283
"181"	"ELL3153A75"	"NoDesc"	0.94535744	163589	0.9596803	185	0.9474781	0.753494	0.32953146	18341	1	0.7684793	75	46.517445	0.0011456149	179	0	50833024	0.03994958	138596	53650869	0	0.55080897	98095	25256168	12965	0.028686168	0	0.20618628	0.9474781	0.7139191	50833024	0.0022198784	428774	3233874	21794876	124	21843916	9063039	0.0016815444	438275	1.9669294	0.0025832946	0.9495988	216	0	98.07063
