"Sample"	"Note"	"End.2.Mapping.Rate"	"Chimeric.Pairs"	"Intragenic.Rate"	"Num..Gaps"	"Mapping.Rate"	"Exonic.Rate"	"X5..Norm"	"Genes.Detected"	"Unique.Rate.of.Mapped"	"X3..Norm"	"Read.Length"	"Mean.Per.Base.Cov."	"End.1.Mismatch.Rate"	"Fragment.Length.StdDev"	"Estimated.Library.Size"	"Mapped"	"Intergenic.Rate"	"rRNA"	"Total.Purity.Filtered.Reads.Sequenced"	"Failed.Vendor.QC.Check"	"Mean.CV"	"Transcripts.Detected"	"Mapped.Pairs"	"Cumul..Gap.Length"	"Gap.."	"Unpaired.Reads"	"Intronic.Rate"	"Mapped.Unique.Rate.of.Total"	"Expression.Profiling.Efficiency"	"Mapped.Unique"	"End.2.Mismatch.Rate"	"End.2.Antisense"	"Alternative.Aligments"	"End.2.Sense"	"Fragment.Length.Mean"	"End.1.Antisense"	"Split.Reads"	"Base.Mismatch.Rate"	"End.1.Sense"	"End.1...Sense"	"rRNA.rate"	"End.1.Mapping.Rate"	"No..Covered.5."	"Duplication.Rate.of.Mapped"	"End.2...Sense"
"58"	"ELL3153A152"	"NoDesc"	0.95894325	566917	0.94604284	153	0.9612483	0.7162276	0.39125928	20549	1	0.6858658	75	51.799538	0.0011540954	179	0	59521954	0.053652205	91473	61921517	0	0.5191738	106197	29546450	8226	0.015387119	0	0.22981524	0.9612483	0.68847257	59521954	0.0021992184	650054	3937801	24998498	137	25059054	9759598	0.0016754038	666900	2.5923238	0.0014772409	0.9635534	218	0	97.46553
"59"	"ELL3153A153"	"NoDesc"	0.9461312	1345963	0.9436977	181	0.94828856	0.76799387	0.26484045	21055	1	0.7617889	75	53.015083	0.0011205835	167	0	59358633	0.05588633	105997	62595538	0	0.5463148	108363	29484301	11630	0.02175377	0	0.17570387	0.94828856	0.72827977	59358633	0.0022167044	662520	9936982	24684796	146	24743457	10249831	0.0016673972	679066	2.6711195	0.0016933635	0.95044595	218	0	97.38623
"60"	"ELL3153A154"	"NoDesc"	0.9565216	361298	0.94931424	163	0.9586	0.75038826	0.36328164	21290	1	0.6440729	75	59.232967	0.0011218643	191	0	64985548	0.050300706	174420	67792146	0	0.5162261	109611	32278729	9230	0.019696929	0	0.19892594	0.9586	0.71932214	64985548	0.0021275268	672368	4763948	27418659	153	27476412	11303914	0.0016236054	690013	2.4497712	0.0025728645	0.9606784	222	0	97.60647
"61"	"ELL3153A155"	"NoDesc"	0.95742095	296229	0.95789164	200	0.9592379	0.78639495	0.3251823	18536	1	0.7016466	75	57.09563	0.0011021937	194	0	58571394	0.041802898	180215	61060341	0	0.58151853	99269	29127236	14158	0.028973881	0	0.17149667	0.9592379	0.7543399	58571394	0.0021256632	448166	4099761	25086911	145	25127214	11043291	0.0016129592	459736	1.7967597	0.0029514248	0.961055	213	0	98.24491
"62"	"ELL3153A156"	"NoDesc"	0.8684271	176159	0.9586203	203	0.869648	0.8248498	0.33470255	17953	1	0.6766933	75	35.936634	0.000968736	174	0	35473272	0.04109607	437746	40790380	0	0.5246355	98235	17656277	13451	0.029949745	0	0.13377063	0.869648	0.71732897	35473272	0.0016116832	278066	4104167	15249905	117	15247962	7232506	0.0012897584	286745	1.8458346	0.010731599	0.87086886	219	0	98.20925
"63"	"ELL3153A157"	"NoDesc"	0.62687	59993	0.9469131	381	0.62829936	0.8092003	0.41072628	15863	1	0.7130916	75	12.666498	0.001085388	166	0	14041794	0.052705657	374249	22348893	0	0.6443476	89356	6977185	30069	0.065309465	0	0.13771282	0.62829936	0.50842	14041794	0.0017427624	117111	2046639	5943947	117	5947770	2586697	0.0014133275	120765	1.990019	0.016745752	0.6297287	189	0	98.06781
"64"	"ELL3153A158"	"NoDesc"	0.17181233	23592	0.8994196	918	0.17224012	0.7752299	0.35275817	14143	1	0.58460736	75	3.4023538	0.0010427455	141	0	4476649	0.10038759	395015	25990744	0	0.71935123	80364	2222261	58302	0.118630685	0	0.124189764	0.17224012	0.13352568	4476649	0.001553231	46390	1992179	1808878	105	1812503	651887	0.0012973543	48791	2.6213484	0.015198295	0.17266794	157	0	97.49956
"65"	"ELL3153A159"	"NoDesc"	0.9517718	298501	0.9650629	204	0.9545632	0.79489	0.35283214	17690	1	0.6116786	75	49.18096	0.0012597532	170	0	52009236	0.034558438	342123	54484851	0	0.5380344	95432	25850567	15595	0.034859832	0	0.17017294	0.9545632	0.75877273	52009236	0.0025018223	388802	3091112	22304900	129	22352454	9824003	0.0018789716	400446	1.7599778	0.0062792315	0.95735466	210	0	98.28674
"66"	"ELL3153A15"	"NoDesc"	0.94884425	218612	0.962626	244	0.95128536	0.8068882	0.3557946	17303	1	0.59546643	75	43.271416	0.0010432141	166	0	45989928	0.037018303	287248	48345041	0	0.58461565	94470	22868470	20873	0.041660596	0	0.15573771	0.95128536	0.7675809	45989928	0.0021988037	363905	2724191	19727808	125	19753016	8900505	0.0016195262	378643	1.8808335	0.005941623	0.9537265	202	0	98.18878
"67"	"ELL3153A160"	"NoDesc"	0.94414	538901	0.9569094	171	0.94702876	0.7853349	0.32587975	19944	1	0.6993895	75	53.298378	0.001271038	180	0	55558383	0.042756427	138678	58665996	0	0.51514226	104945	27582280	10257	0.017860346	0	0.17157455	0.94702876	0.74373466	55558383	0.0024137946	512328	3563338	23620499	137	23704271	10334395	0.0018406734	528952	2.1827555	0.0023638566	0.9499174	212	0	97.87705
"68"	"ELL3153A161"	"NoDesc"	0.9312316	410695	0.95035815	229	0.93445164	0.8084558	0.30136386	19805	1	0.72196317	75	36.613064	0.0014315555	139	0	39649187	0.049248625	118064	42430433	0	0.55531543	104724	19670978	17981	0.033946525	0	0.14190225	0.93445164	0.7554629	39649187	0.0027087391	371444	13374845	16668859	119	16741353	7158248	0.0020679468	383703	2.2405941	0.002782531	0.9376716	211	0	97.8202
"69"	"ELL3153A162"	"NoDesc"	0.950918	343867	0.9481505	169	0.95409817	0.7455086	0.27002463	21358	1	0.6605142	75	58.56529	0.001390392	181	0	64193278	0.051493973	147219	67281634	0	0.5705436	109523	31840217	10990	0.020553274	0	0.20264193	0.95409817	0.7112884	64193278	0.002606815	641802	4826277	27033985	147	27147631	11215927	0.0019965763	660493	2.37518	0.002188101	0.9572782	215	0	97.68099
"70"	"ELL3153A163"	"NoDesc"	0.95154655	437423	0.9620324	211	0.9549864	0.782694	0.32466656	18197	1	0.5519589	75	48.38371	0.0014011329	169	0	50286504	0.03767309	148610	52656776	0	0.55803823	97954	24951191	16105	0.027487531	0	0.1793384	0.9549864	0.7474621	50286504	0.0027282871	384449	2660617	21608712	122	21710412	9518149	0.0020623198	396632	1.7941431	0.002822239	0.95842624	216	0	98.25196
"71"	"ELL3153A164"	"NoDesc"	0.9509018	487198	0.9625489	184	0.95386314	0.8041579	0.30221307	18145	1	0.6375623	75	50.050667	0.0013794185	174	0	49781316	0.037095685	289961	52189159	0	0.557591	98251	24717936	14624	0.03200259	0	0.15839106	0.95386314	0.7670566	49781316	0.0026092073	378319	2989541	21422798	123	21500161	9877323	0.001992404	391770	1.7895634	0.005555962	0.9568244	214	0	98.26469
"72"	"ELL3153A165"	"NoDesc"	0.950086	544984	0.9637436	201	0.9529517	0.8112291	0.29082158	17761	1	0.66275114	75	60.94623	0.0013233977	181	0	59731192	0.035885103	317956	62680187	0	0.58650196	95623	29685982	16731	0.035608932	0	0.15251453	0.9529517	0.7730621	59731192	0.0026597239	445328	3733481	25652464	145	25710904	11811478	0.0019895516	460919	1.7611268	0.0050726715	0.9558174	210	0	98.29362
"73"	"ELL3153A166"	"NoDesc"	0.9502638	435995	0.9648395	196	0.953204	0.8341363	0.34269053	18064	1	0.60288674	75	50.46278	0.0013252414	181	0	47838910	0.034823723	304997	50187487	0	0.5569389	98251	23766904	17392	0.032474115	0	0.1307032	0.953204	0.795102	47838910	0.0025733984	334422	3163821	20722547	124	20795249	10207003	0.0019473949	347916	1.6455247	0.006077152	0.956144	213	0	98.411835
"74"	"ELL3153A167"	"NoDesc"	0.9547562	309790	0.9635644	194	0.9577349	0.8086534	0.281554	17291	1	0.7290283	75	50.649258	0.0013347665	164	0	49762119	0.036121752	271355	51958137	0	0.55349493	94418	24725438	13243	0.028770491	0	0.15491098	0.9577349	0.7744756	49762119	0.002650447	362262	2729677	21382701	123	21441275	9799452	0.0019905607	376066	1.7237023	0.00522257	0.9607135	209	0	98.33403
"75"	"ELL3153A168"	"NoDesc"	0.9424445	694534	0.9480431	153	0.9460632	0.7234079	0.35835376	21285	1	0.729142	75	65.31004	0.0013682925	191	0	72417593	0.051661134	132531	76546249	0	0.5358869	108268	35898241	9162	0.0208458	0	0.22463517	0.9460632	0.68438965	72417593	0.0026653355	795047	5031574	30392172	159	30539053	12316652	0.0020143334	821358	2.6190917	0.0017313847	0.949682	222	0	97.45072
"76"	"ELL3153A169"	"NoDesc"	0.92615247	550856	0.9492333	256	0.9290615	0.80274236	0.3407271	19859	1	0.6608969	75	38.692566	0.0013721914	145	0	44437252	0.050323993	114055	47830261	0	0.58923787	105132	22059868	20282	0.038634293	0	0.14649104	0.9290615	0.745797	44437252	0.0026071635	422446	26824023	18657915	120	18731104	8121347	0.001987744	434774	2.2684793	0.0023845783	0.93197054	212	0	97.78597
"77"	"ELL3153A16"	"NoDesc"	0.9564893	319397	0.9485481	169	0.95914465	0.7319766	0.32920372	20128	1	0.6801644	75	51.846672	0.0011154223	173	0	57237514	0.051165517	99280	59675579	0	0.5603714	104946	28412814	12632	0.027786454	0	0.21657148	0.95914465	0.7020714	57237514	0.0022419407	610204	3254715	24097322	133	24177108	9562582	0.0016771222	627532	2.5298977	0.0016636621	0.9617999	223	0	97.53029
"78"	"ELL3153A170"	"NoDesc"	0.94555473	579635	0.95095515	171	0.9486562	0.76072204	0.3466844	21459	1	0.60199475	75	58.67983	0.0013371476	190	0	63360273	0.048633378	144197	66789499	0	0.5319483	110102	31435335	15353	0.03237281	0	0.19023308	0.9486562	0.72166365	63360273	0.0025496855	674897	5341142	26724259	149	26834234	11460767	0.0019414343	694063	2.5212715	0.002158977	0.9517576	216	0	97.5368
"79"	"ELL3153A171"	"NoDesc"	0.9500995	359657	0.9588208	192	0.9526885	0.7840584	0.3502668	19123	1	0.5762329	75	65.141	0.0013233969	218	0	67346650	0.040846236	183239	70691155	0	0.54572785	101106	33462397	13332	0.025917927	0	0.17476244	0.9526885	0.7469634	67346650	0.002524753	571954	4369167	28740496	163	28828135	12784423	0.0019224426	586492	1.9938787	0.0025921066	0.95527756	211	0	98.04877
"80"	"ELL3153A172"	"NoDesc"	0.95547616	194783	0.9639067	250	0.9580212	0.84115505	0.27870083	18365	1	0.6138034	75	51.719482	0.0013028958	173	0	48071732	0.035770815	278456	50178149	0	0.5879863	99617	23902443	16885	0.035244342	0	0.1227516	0.9580212	0.8058444	48071732	0.002558427	384510	2912661	20752227	122	20802049	10520227	0.0019289937	397894	1.8768635	0.005549348	0.96056634	208	0	98.180855
"81"	"ELL3153A173"	"NoDesc"	0.9413737	310765	0.9653965	201	0.9436696	0.8333531	0.33181322	17817	1	0.61128104	75	46.68985	0.0012588332	170	0	45297640	0.03414368	270341	48001587	0	0.55822706	96965	22526184	12679	0.028414616	0	0.13204348	0.9436696	0.78641	45297640	0.0023167096	360211	2795835	19462203	120	19487845	9645956	0.0017864845	371966	1.8729583	0.0056319176	0.9459655	224	0	98.182816
"82"	"ELL3153A174"	"NoDesc"	0.9516212	440661	0.9664291	214	0.9542889	0.83910835	0.27843037	19088	1	0.5871627	75	64.01751	0.0012485092	199	0	59589057	0.0332356	338531	62443413	0	0.5756544	101921	29627201	19204	0.03963175	0	0.12732075	0.9542889	0.8007518	59589057	0.0024903717	468134	3669382	25785427	148	25858469	13065177	0.0018677047	485837	1.8441821	0.0054214047	0.9569567	209	0	98.21688
"83"	"ELL3153A175"	"NoDesc"	0.9519869	407901	0.9633799	203	0.95480275	0.83209294	0.37035137	18077	1	0.6494109	75	53.81604	0.0012721719	180	0	52855267	0.03615549	304928	55357266	0	0.5293816	97964	26274044	12068	0.025198204	0	0.13128695	0.95480275	0.7944846	52855267	0.0026021348	416850	3553037	22647574	132	22696308	11100884	0.0019351923	432805	1.8712565	0.0055083646	0.9576185	214	0	98.19267
"84"	"ELL3153A176"	"NoDesc"	0.9284196	612075	0.9515786	174	0.93135625	0.756657	0.27549243	20547	1	0.6348463	75	54.315647	0.001323902	183	0	58741838	0.04805253	120715	63071290	0	0.5125282	106518	29145211	12988	0.02576662	0	0.19492166	0.93135625	0.7047172	58741838	0.0024340868	633367	4022393	24749401	138	24838890	10633786	0.0018772442	651855	2.5572224	0.0019139454	0.9342929	213	0	97.50473
"85"	"ELL3153A177"	"NoDesc"	0.9340073	495702	0.9458706	197	0.93752646	0.78218615	0.36739713	20376	1	0.6497792	75	42.295887	0.0013850511	146	0	48881509	0.05370352	103361	52138805	0	0.5640505	106743	24246890	13252	0.02795592	0	0.16368441	0.93752646	0.73332024	48881509	0.0028024118	496879	21059038	20423852	121	20535681	8694453	0.0020910713	511174	2.428743	0.0019824198	0.9410456	222	0	97.62494
"86"	"ELL3153A178"	"NoDesc"	0.9479061	627826	0.9509018	193	0.9511799	0.7674931	0.31610075	20779	1	0.5902327	75	47.642326	0.0013359587	169	0	51649261	0.048657503	130788	54300198	0	0.54986686	108358	25616858	14242	0.028738683	0	0.1834087	0.9511799	0.73002404	51649261	0.0025289687	533847	4193067	21802999	124	21897729	9442526	0.0019304106	549433	2.4476724	0.00240861	0.95445377	208	0	97.61002
"87"	"ELL3153A179"	"NoDesc"	0.95404595	483716	0.95725405	130	0.95683235	0.7669539	0.3321274	19855	1	0.61250293	75	76.20762	0.0013293896	240	0	80735423	0.042420078	206052	84377818	0	0.5677642	103014	40109613	10437	0.021513157	0	0.19030021	0.95683235	0.7338463	80735423	0.0025886395	702766	5250496	34366523	190	34482382	14809658	0.0019571811	720630	2.047069	0.0024420163	0.95961875	216	0	97.99606
"88"	"ELL3153A17"	"NoDesc"	0.9424751	155806	0.9429332	185	0.9460756	0.7557322	0.28738576	20120	1	0.6749961	75	36.195087	0.0012232017	146	0	43067079	0.05669936	97373	45521814	0	0.5755092	105418	21353165	15048	0.03195556	0	0.18720105	0.9460756	0.71497977	43067079	0.0024243994	443298	6868960	17979213	123	18056673	7114453	0.0018215148	458499	2.4763422	0.0021390403	0.94967616	211	0	97.593704
"89"	"ELL3153A180"	"NoDesc"	0.93859327	399399	0.9651341	188	0.940952	0.83929086	0.2751722	18388	1	0.61623305	75	54.723408	0.0012662587	189	0	51895764	0.034524012	286767	55152403	0	0.55487037	99597	25806750	17575	0.038577028	0	0.12584332	0.940952	0.7897324	51895764	0.0023939044	386827	3462772	22444813	130	22493700	11199848	0.0018286682	401115	1.7519904	0.0051995376	0.9433107	212	0	98.30574
"90"	"ELL3153A181"	"NoDesc"	0.94665337	383037	0.9625143	248	0.9491175	0.82857233	0.36834085	18350	1	0.61749256	75	53.393753	0.0012743998	180	0	52499574	0.037141845	310684	55314096	0	0.5790742	99009	26106596	20416	0.04475613	0	0.13394198	0.9491175	0.7864125	52499574	0.0024412163	401087	3498666	22521395	130	22561167	10976052	0.0018562934	416346	1.8119717	0.005616724	0.95158154	210	0	98.250244
"91"	"ELL3153A182"	"NoDesc"	0.94650596	515278	0.9652666	185	0.9493284	0.8364524	0.32007232	18511	1	0.7198989	75	55.612732	0.0012710434	186	0	52799074	0.03439335	297045	55617290	0	0.5401052	100051	26243851	12780	0.024997408	0	0.12881422	0.9493284	0.79406804	52799074	0.002523574	396946	3511531	22820621	132	22892228	11360923	0.0018954468	412115	1.7684042	0.005340875	0.9521508	216	0	98.29031
"92"	"ELL3153A183"	"NoDesc"	0.9372879	468696	0.96356016	224	0.939676	0.8345847	0.37041834	17889	1	0.63927376	75	46.283527	0.0012418006	171	0	44668226	0.036079273	276298	47535773	0	0.6151049	97539	22212462	21358	0.048386842	0	0.12897544	0.939676	0.78423923	44668226	0.0023125266	355324	2928980	19184502	122	19218404	9532130	0.0017758032	368564	1.8816797	0.005812423	0.9420641	215	0	98.18154
"93"	"ELL3153A184"	"NoDesc"	0.948812	517823	0.9529362	163	0.95180315	0.77115256	0.33958307	19979	1	0.5943228	75	45.733036	0.0013165156	170	0	48081786	0.046680443	96742	50516518	0	0.54800236	104879	23859846	12681	0.02644685	0	0.18178356	0.95180315	0.7339855	48081786	0.0024270073	522565	3446493	20277321	124	20349045	9120299	0.0018700165	537679	2.574262	0.0019150567	0.9547945	215	0	97.48765
"94"	"ELL3153A185"	"NoDesc"	0.9394027	293122	0.94919926	209	0.9418545	0.79167527	0.37897328	19997	1	0.6625874	75	44.550354	0.0014030574	149	0	50935446	0.050411336	111389	54079956	0	0.5791601	105287	25299368	17751	0.0361473	0	0.15752389	0.9418545	0.7456429	50935446	0.0025737723	538159	11838933	21274936	129	21337112	9000502	0.001986891	551668	2.5203233	0.0020597095	0.9443062	207	0	97.53286
"95"	"ELL3153A186"	"NoDesc"	0.94981843	453834	0.9552883	158	0.95284986	0.7748918	0.41269568	20910	1	0.62936217	75	52.274857	0.0013412859	179	0	55536261	0.044344164	151075	58284377	0	0.54036164	108458	27560458	10512	0.022984384	0	0.18039656	0.95284986	0.7383555	55536261	0.0024842704	534038	3696621	23583145	133	23680892	10396152	0.00191096	549236	2.2667482	0.0025920325	0.9558813	221	0	97.78565
"96"	"ELL3153A187"	"NoDesc"	0.9508589	600676	0.9607518	193	0.9535833	0.778197	0.3143775	18908	1	0.67649066	75	60.971596	0.0013435853	200	0	63798123	0.038936317	167427	66903568	0	0.51877266	100061	31687066	15341	0.030708287	0	0.18255477	0.9535833	0.7420756	63798123	0.002504757	545233	3661452	27289948	153	27386076	11966717	0.0019225124	559487	2.0020602	0.0025025122	0.95630765	217	0	98.041214
"97"	"ELL3153A188"	"NoDesc"	0.93935275	342178	0.9647609	222	0.94164646	0.82736695	0.31709766	18359	1	0.6674827	75	54.07616	0.0013115035	183	0	52152788	0.03488429	283854	55384682	0	0.57490504	99378	25924936	18509	0.03683955	0	0.13739401	0.94164646	0.7790871	52152788	0.002388735	397745	3329470	22513328	132	22571656	10941479	0.0018488073	409011	1.7798047	0.0051251356	0.94394016	204	0	98.26397
"98"	"ELL3153A189"	"NoDesc"	0.94626826	527234	0.9655343	188	0.94879276	0.8222046	0.32343048	18663	1	0.57362515	75	56.9978	0.0012962709	190	0	55185836	0.034090232	269292	58164269	0	0.5641825	99995	27426048	13471	0.028571611	0	0.14332972	0.94879276	0.7801018	55185836	0.0024445173	447499	3455477	23835369	138	23905385	11620199	0.0018688665	461477	1.8938713	0.0046298527	0.95131725	221	0	98.15714
"99"	"ELL3153A18"	"NoDesc"	0.95244783	138669	0.9482712	184	0.95584136	0.7406268	0.33285213	20875	1	0.69607645	75	48.087418	0.0012176784	164	0	54390110	0.051426884	130430	56902866	0	0.5385558	108303	26975954	12679	0.025313498	0	0.20764434	0.95584136	0.70792174	54390110	0.002398492	562301	3631073	22903019	127	23004542	9071995	0.0018059891	581206	2.4642255	0.0022921518	0.9592349	218	0	97.6037
"100"	"ELL3153A190"	"NoDesc"	0.93898505	516930	0.9641585	199	0.9412311	0.81835806	0.31853637	18489	1	0.6305497	75	56.500103	0.0012975737	185	0	54778717	0.035464287	275293	58199007	0	0.5443482	99588	27228935	12506	0.028454999	0	0.14580041	0.9412311	0.770264	54778717	0.0023512775	421548	4042573	23626349	136	23685924	11323516	0.0018231685	433843	1.7987031	0.004730201	0.94347715	217	0	98.24705
"101"	"ELL3153A191"	"NoDesc"	0.94164795	248986	0.96427596	179	0.94424003	0.80819345	0.3116223	18270	1	0.64151114	75	51.22702	0.0013080263	177	0	51001638	0.03536294	260295	54013428	0	0.5558606	98646	25338517	11053	0.023282805	0	0.1560825	0.94424003	0.7631286	51001638	0.0024279929	408618	3081830	21976463	129	22043262	10251912	0.0018664723	421405	1.8758568	0.0048190793	0.94683194	211	0	98.17461
"102"	"ELL3153A192"	"NoDesc"	0.94276905	230605	0.9543391	155	0.9456867	0.7570585	0.3689552	20588	1	0.61935955	75	54.43	0.0013373708	178	0	58356976	0.045344554	125142	61708571	0	0.5243575	106545	28963010	8719	0.019686604	0	0.19728066	0.9456867	0.7159401	58356976	0.0024554394	603793	3555821	24702388	137	24793983	10601180	0.0018946806	619944	2.4393868	0.0020279516	0.94860435	221	0	97.61405
"103"	"ELL3153A193"	"NoDesc"	0.9173552	1366039	0.9526601	238	0.91994786	0.8333657	0.2544607	19018	1	0.68799025	75	30.88151	0.0013070215	144	0	32454207	0.046803486	142347	35278310	0	0.59649026	102337	16108680	20999	0.045241937	0	0.11929433	0.91994786	0.766653	32454207	0.0024130794	284464	13424156	13728441	115	13782928	6110669	0.0018584919	293172	2.0827644	0.004034972	0.9225405	204	0	97.96999
"104"	"ELL3153A194"	"NoDesc"	0.94778657	2865080	0.9516977	171	0.9503041	0.7487303	0.2740304	21162	1	0.676199	75	51.69541	0.0012673568	168	0	56320029	0.047851395	141665	59265269	0	0.54458535	108622	27943028	13334	0.026161257	0	0.20296735	0.9503041	0.7115215	56320029	0.0023165825	603583	4251569	23734991	124	23813895	10009391	0.0017905799	620199	2.5382526	0.0023903544	0.9528217	214	0	97.52006
"105"	"ELL3153A195"	"NoDesc"	0.95624256	1869822	0.9617609	221	0.95903045	0.76914364	0.3324763	18549	1	0.680901	75	50.38698	0.0012803638	174	0	53273987	0.037917078	155109	55549841	0	0.57927346	99070	26452303	15509	0.03327333	0	0.19261722	0.95903045	0.73763216	53273987	0.002410056	437666	3065283	22832672	124	22916702	9766362	0.0018435679	449523	1.9238154	0.0027922492	0.96181834	212	0	98.1192
"106"	"ELL3153A196"	"NoDesc"	0.95875067	1838812	0.9675525	197	0.9609013	0.8333768	0.27654535	18439	1	0.6003155	75	56.501434	0.0012281908	186	0	53778278	0.03207453	308208	55966498	0	0.5775533	99306	26744079	14126	0.026294872	0	0.13417566	0.9609013	0.8007929	53778278	0.0023438525	428978	2722213	23290492	131	23336461	11321053	0.0017847732	444586	1.8694971	0.005507009	0.9630519	220	0	98.191444
"107"	"ELL3153A197"	"NoDesc"	0.95757115	1597007	0.96571165	195	0.9600873	0.8209941	0.3200729	17610	1	0.6209935	75	50.189774	0.0012599123	166	0	49970689	0.033852305	295617	52048068	0	0.5823436	95995	24839940	13394	0.02923452	0	0.1447175	0.9600873	0.788226	49970689	0.0024464296	397532	2497131	21466549	121	21510801	10060265	0.0018516162	413518	1.8861156	0.005679692	0.9626034	205	0	98.18181
"108"	"ELL3153A198"	"NoDesc"	0.95597255	2592769	0.9675307	183	0.9586307	0.82901335	0.30875695	18478	1	0.73767656	75	57.168667	0.0012543233	190	0	55047950	0.03208254	327054	57423523	0	0.56248313	99535	27358049	13183	0.027958991	0	0.13851734	0.9586307	0.79471767	55047950	0.0024631536	432106	2891400	23820997	132	23896265	11501128	0.0018570625	449068	1.8445754	0.0056954706	0.9612888	216	0	98.218346
"109"	"ELL3153A199"	"NoDesc"	0.9556929	2458175	0.9666014	174	0.9583478	0.8209636	0.27757722	18216	1	0.5720331	75	62.63706	0.0012606267	188	0	62933929	0.032987468	350837	65669195	0	0.56374025	97890	31285160	15129	0.02633402	0	0.14563777	0.9583478	0.7867686	62933929	0.0025239429	489187	3091974	27090290	149	27153147	12666064	0.0018905349	509180	1.8406982	0.0053424896	0.9610027	205	0	98.22627
"110"	"ELL3153A19"	"NoDesc"	0.9543817	138135	0.9584435	165	0.9573674	0.77101284	0.29412913	18543	1	0.6641255	75	50.21755	0.0011955012	172	0	53769815	0.04127485	142575	56164245	0	0.5449901	99090	26701090	9479	0.018821992	0	0.18743068	0.9573674	0.7381426	53769815	0.0023588059	431856	2861851	22996588	131	23080987	9508518	0.0017753396	446215	1.8965919	0.002538537	0.9603531	220	0	98.1567
"111"	"ELL3153A1"	"NoDesc"	0.9129322	111220	0.951866	268	0.9165972	0.82027555	0.31349367	19307	1	0.7606776	75	31.96129	0.0012198554	147	0	34977577	0.047474958	161793	38160249	0	0.6194804	103355	17338961	20122	0.04187756	0	0.13159043	0.9165972	0.7518622	34977577	0.002583591	324130	18951033	14739739	120	14808511	6385795	0.0018989968	337344	2.2273026	0.004239831	0.92026216	201	0	97.8483
"112"	"ELL3153A200"	"NoDesc"	0.9496158	1647854	0.93185705	176	0.9536609	0.7009789	0.33787385	20411	1	0.6715061	75	46.851284	0.0013113264	160	0	54342514	0.06780654	117263	56983057	0	0.5082253	105515	26918242	9917	0.020986805	0	0.23087822	0.9536609	0.66849613	54342514	0.0026203769	607186	7288725	22405106	117	22544998	8757368	0.0019630755	627323	2.7072084	0.0020578573	0.95770603	225	0	97.36147
"113"	"ELL3153A201"	"NoDesc"	0.92475754	1864600	0.9586431	240	0.9273643	0.8239216	0.30062905	19737	1	0.7060136	75	37.507988	0.0012843619	157	0	38095983	0.0408689	72626	41079846	0	0.5814549	104564	18912625	17062	0.036106154	0	0.13472147	0.9273643	0.76407546	38095983	0.0023773378	319561	13295278	16202345	118	16271623	7612041	0.0018293137	327794	1.974732	0.0017679228	0.9299709	210	0	98.065834
"114"	"ELL3153A202"	"NoDesc"	0.9517098	3001248	0.95939535	159	0.9546225	0.79036427	0.35545063	20952	1	0.6825106	75	56.334988	0.0012871497	183	0	58031468	0.0401878	166494	60789963	0	0.52991056	108437	28802791	8814	0.019107865	0	0.169031	0.9546225	0.75449955	58031468	0.0024573577	510956	3282534	24832361	134	24930698	11106381	0.0018704685	529340	2.0791013	0.0027388402	0.9575352	224	0	97.983864
"115"	"ELL3153A203"	"NoDesc"	0.94075805	2132548	0.9641413	195	0.9431987	0.8022316	0.33380774	18124	1	0.652607	75	47.281902	0.0012622284	177	0	47855719	0.03545599	146194	50737686	0	0.5548554	97773	23769397	12832	0.028898297	0	0.16190965	0.9431987	0.7566638	47855719	0.002284342	352693	3218233	20610608	118	20670280	9400805	0.0017719626	364594	1.7332835	0.002881369	0.9456393	213	0	98.31757
"116"	"ELL3153A204"	"NoDesc"	0.9558852	1784703	0.96957105	221	0.9580888	0.8479352	0.27171823	18291	1	0.65166515	75	59.899612	0.0012965773	195	0	55029355	0.03003337	245439	57436590	0	0.58680147	98648	27368654	14928	0.02989205	0	0.12163588	0.9580888	0.81239724	55029355	0.0024546003	409975	2694719	23924023	136	23967667	11981887	0.0018742571	426939	1.7501369	0.0042732167	0.96029234	217	0	98.31522
"117"	"ELL3153A205"	"NoDesc"	0.95834845	1719680	0.96678483	155	0.9606564	0.8349456	0.3558684	18217	1	0.65955144	75	68.79232	0.0013157808	203	0	64955687	0.0327646	299547	67615941	0	0.5539593	97947	32307749	12338	0.027251363	0	0.13183926	0.9606564	0.80209583	64955687	0.0025357185	499165	3078248	27976707	156	28020694	13593234	0.0019242842	519637	1.8207111	0.0044301236	0.96296424	222	0	98.24707
"118"	"ELL3153A206"	"NoDesc"	0.9553537	2316752	0.9700651	154	0.95779616	0.8427244	0.29823095	18459	1	0.6909185	75	69.564575	0.0013172932	215	0	64394117	0.029528381	288276	67231547	0	0.56255084	99253	32019779	12239	0.028451543	0	0.12734072	0.95779616	0.8071582	64394117	0.0025709227	465286	3321070	28007055	158	28071531	13682880	0.0019425096	486730	1.7043406	0.0042878087	0.96023864	212	0	98.36584
"119"	"ELL3153A207"	"NoDesc"	0.9399477	1196239	0.9686783	198	0.94218534	0.8413411	0.29045638	17321	1	0.6178838	75	46.304237	0.0012486242	170	0	44453403	0.030905012	220393	47181166	0	0.5936574	95138	22106019	15057	0.032836113	0	0.1273372	0.94218534	0.7926992	44453403	0.0022925518	322796	2146970	19205450	117	19235953	9359398	0.0017693484	336428	1.7188916	0.004671207	0.9444229	216	0	98.34703
