"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Gene"
"ENSG00000211692"	26.710323622798	1.90488595960853	0.367833276352806	6.95420930316773	3.5454490099981e-12	9.74848670044828e-10	"TRGJP1"
"ENSG00000178803"	131.880720712588	1.90499207840299	0.328335125755902	6.94563583604491	3.76759504520039e-12	1.02154153433892e-09	"ADORA2A-AS1"
"ENSG00000050730"	2286.59482449534	2.05741123919799	0.346391866301572	6.93233739091825	4.13943245046325e-12	1.06328947760452e-09	"TNIP3"
"ENSG00000124479"	49.1721564554494	1.58068115109879	0.344395091836465	6.93485267461616	4.06644717367477e-12	1.06328947760452e-09	"NDP"
"ENSG00000125462"	95.1558838233134	2.06104017834528	0.33111411093795	6.93590613557398	4.03625541218028e-12	1.06328947760452e-09	"C1orf61"
"ENSG00000188676"	295.699970501555	1.85941671198174	0.356670321033114	6.93400458589389	4.09091382297161e-12	1.06328947760452e-09	"IDO2"
"ENSG00000004468"	717.307350997719	2.12008693797479	0.353801554809473	6.93039471821752	4.19667996202944e-12	1.06399462621739e-09	"CD38"
"ENSG00000267034"	201.262672546485	2.10375008098422	0.324039634910435	6.89403786135327	5.42305803387815e-12	1.35729408894063e-09	""
"ENSG00000101460"	633.793104195485	1.70445945922665	0.33155466758703	6.89049539244099	5.55984276269887e-12	1.37391456219503e-09	"MAP1LC3A"
"ENSG00000182541"	1259.85437997687	1.98317463780494	0.297944340901684	6.88575850044497	5.748043283608e-12	1.38534939484686e-09	"LIMK2"
"ENSG00000182782"	741.193328387021	1.68035229753725	0.354251443178391	6.88636400048336	5.7236426268755e-12	1.38534939484686e-09	"HCAR2"
"ENSG00000128271"	77.7412101272605	1.85589342496663	0.330255619326486	6.87650779455588	6.13375806538129e-12	1.46028323112651e-09	"ADORA2A"
"ENSG00000117228"	4529.68811593469	2.16256824526515	0.344361049264276	6.87243847072799	6.31136060044496e-12	1.48446242942032e-09	"GBP1"
"ENSG00000101017"	1916.36107111986	1.90341059174788	0.30782504484942	6.84262496039626	7.77550265609602e-12	1.80706384347984e-09	"CD40"
"ENSG00000142224"	136.931118649861	1.77179688812387	0.361981469752169	6.83293033349187	8.31973658289763e-12	1.90913938527103e-09	"IL19"
"ENSG00000163734"	1915.58296564118	1.8199621440578	0.326697192938853	6.83137756060761	8.4103056619869e-12	1.90913938527103e-09	"CXCL3"
"ENSG00000100024"	209.151478751215	1.77816726745951	0.329338838982736	6.81961462903663	9.12850509753728e-12	2.04835260361061e-09	"UPB1"
"ENSG00000104432"	190.952961195952	1.85183642532721	0.315103000077773	6.78895279957139	1.12950384158048e-11	2.50570159037888e-09	"IL7"
"ENSG00000119508"	1075.11696248612	1.94660113002857	0.323806606538599	6.77312631878054	1.26028820261138e-11	2.76442093161565e-09	"NR4A3"
"ENSG00000260997"	302.999514927306	1.83366561730561	0.309525205899877	6.76747200827479	1.31051994734996e-11	2.84266337912956e-09	""
"ENSG00000105825"	162.955876444686	1.42443724123241	0.310626712591385	6.75606291549512	1.41791866646887e-11	3.04182507767091e-09	"TFPI2"
"ENSG00000134247"	224.217973193368	-1.53115604327183	0.350823946303604	-6.75196806471713	1.45852985053229e-11	3.09493692848818e-09	"PTGFRN"
"ENSG00000164188"	59.8443839504896	1.6409388937188	0.367390255293978	6.71541317911086	1.87534061653127e-11	3.9366020984864e-09	"RANBP3L"
"ENSG00000185338"	109.900948467661	1.83944106158548	0.298549068153109	6.67184383727596	2.5260929407336e-11	5.24621131797886e-09	"SOCS1"
"ENSG00000101187"	624.283997768528	1.73672988685038	0.331533262479532	6.66748220510169	2.6022900152252e-11	5.3475690186554e-09	"SLCO4A1"
"ENSG00000053747"	123.42280630109	1.7725911048204	0.359297042282472	6.66215545456395	2.69840376495527e-11	5.48731648952674e-09	"LAMA3"
"ENSG00000120594"	1690.21706162184	-1.63799326444262	0.312837727818746	-6.65116200723632	2.90787981798938e-11	5.85233296977203e-09	"PLXDC2"
"ENSG00000176928"	63.5255978317349	1.77046536987833	0.332891080385998	6.63369565402942	3.27384518823273e-11	6.5216332412938e-09	"GCNT4"
"ENSG00000117525"	131.765169726517	1.89863109693385	0.332200208715217	6.62455122555202	3.48304718752050e-11	6.83648280208719e-09	"F3"
"ENSG00000162174"	171.267005534819	-1.59816502865979	0.316579435318393	-6.62375214424167	3.50193771236922e-11	6.83648280208719e-09	"ASRGL1"
"ENSG00000183484"	1284.47443834042	1.82719537175417	0.305266686597247	6.59107465588313	4.36654231335958e-11	8.43996426152532e-09	"GPR132"
"ENSG00000109756"	3292.29133502586	1.9415929560806	0.295202921820173	6.58925523388848	4.420383158773e-11	8.46026666917319e-09	"RAPGEF2"
"ENSG00000134602"	1282.2636407886	1.80350233379712	0.31986085387099	6.58427944360881	4.57096709065621e-11	8.66353587803791e-09	""
"ENSG00000099985"	398.173346233129	1.92700664398735	0.316624878045398	6.5809348303045	4.67499478169256e-11	8.77550462771174e-09	"OSM"
"ENSG00000253831"	281.384346604805	1.59377210440718	0.323779775824836	6.57949430852319	4.720509776775e-11	8.77655160592395e-09	"ETV3L"
"ENSG00000188060"	243.79408794431	-1.61065714392213	0.320662192453571	-6.57558388545502	4.84626116919227e-11	8.92535005141241e-09	"RAB42"
"ENSG00000153208"	123.61193960156	-1.72335740836263	0.307362766415595	-6.55164275963058	5.69075483595968e-11	1.03827024212715e-08	"MERTK"
"ENSG00000225241"	718.184418240866	1.72653068290602	0.315280175405405	6.5460579652377	5.90756587548871e-11	1.06784723167862e-08	""
"ENSG00000164400"	90.0991929067425	1.39406787089823	0.366306700775049	6.53916971238342	6.18612960731411e-11	1.10794148801822e-08	"CSF2"
"ENSG00000215306"	11.7852438180261	1.74711443246758	0.350219037941323	6.53674915007864	6.28703647302661e-11	1.11203323749212e-08	""
"ENSG00000225889"	191.872210930219	1.56537081363823	0.358778363643236	6.53589795295175	6.32290182161795e-11	1.11203323749212e-08	""
"ENSG00000218565"	96.3111178734732	1.91480891784505	0.311943244211005	6.52751498673401	6.68698187563822e-11	1.16556482300187e-08	""
"ENSG00000185433"	34.628303026964	1.53480197006247	0.366135232407825	6.51420920439846	7.30735953144698e-11	1.2624271926806e-08	"LINC00158"
"ENSG00000249173"	30.4822536591101	2.05090780638933	0.357863685303852	6.5020708026603	7.92217951741219e-11	1.35663849595545e-08	"LINC01093"
"ENSG00000205020"	127.467070678271	2.07726071785464	0.357687968360556	6.49074972893885	8.54102613156035e-11	1.44989488817671e-08	"CCL4L1"
"ENSG00000102755"	193.538811414095	1.44569662591277	0.340858042318852	6.48832626851232	8.67951631704186e-11	1.46070273742492e-08	"FLT1"
"ENSG00000019991"	50.4487319909829	-1.91241633416682	0.341458953350779	-6.48567894384463	8.83330890004062e-11	1.47387911407344e-08	"HGF"
"ENSG00000241978"	27.033943374364	1.73405788698242	0.32157724560194	6.48182095225106	9.06221460784697e-11	1.49925892859651e-08	"AKAP2"
"ENSG00000110047"	3860.47934082627	1.82550070090377	0.321915382452597	6.46371731958748	1.02161639570955e-10	1.67596598966737e-08	"EHD1"
"ENSG00000134256"	156.237697372441	-1.55155204931421	0.317234586931749	-6.46176616883429	1.03487928619211e-10	1.68357611875352e-08	"CD101"
"ENSG00000126353"	1629.11769345489	1.42226806308998	0.319451972347123	6.45390703357863	1.09002693582719e-10	1.75863684638168e-08	"CCR7"
"ENSG00000103257"	1806.51770118686	1.85235029093236	0.347142055737259	6.45108271274073	1.1105386462484e-10	1.77704388951322e-08	"SLC7A5"
"ENSG00000153721"	98.8417714135854	1.33280568789107	0.32601737975895	6.43644141141391	1.22307013995108e-10	1.94120124163618e-08	"CNKSR3"
"ENSG00000152784"	123.163932558429	1.76030245670118	0.330146926804276	6.43131743603782	1.26502658787934e-10	1.99160072972424e-08	"PRDM8"
"ENSG00000197262"	285.669511417385	2.04448156295273	0.348761198244361	6.42616909165312	1.30859835178515e-10	2.04371656188397e-08	"CCL4L2"
"ENSG00000056972"	357.919808507902	1.72498563657521	0.310368608713059	6.42337800442844	1.33282967842779e-10	2.0650397604974e-08	"TRAF3IP2"
"ENSG00000127951"	751.680233018059	-1.30323218946953	0.200706163527876	-6.41844239683167	1.37675681576762e-10	2.11630287853665e-08	"FGL2"
"ENSG00000171049"	540.506291286738	1.84589727584639	0.343092995173354	6.38259972023321	1.74106576119797e-10	2.6553973273521e-08	"FPR2"
"ENSG00000180316"	50.0390515207792	1.76842863928143	0.33984114084715	6.36227572082638	1.98786182374276e-10	3.00829755993071e-08	"PNPLA1"
"ENSG00000232810"	1336.36739908349	2.00434388324112	0.320863705312586	6.36103818262018	2.00394617132107e-10	3.0093105505023e-08	"TNF"
"ENSG00000242113"	19.7236973141535	1.94354012292909	0.353682528637015	6.3597825414949	2.02039572724362e-10	3.0108523196374e-08	"RN7SL124P"
"ENSG00000226380"	222.196223130238	1.77287814352961	0.304240284559218	6.34796384146102	2.18183345316015e-10	3.22679944489337e-08	"MIR29B1"
"ENSG00000197329"	4604.12320190335	1.65154225080958	0.3188739561011	6.3366720505337	2.34780983306957e-10	3.44616117001385e-08	"PELI1"
"ENSG00000181634"	137.127383737986	1.88309403677449	0.341925354987856	6.3247234258231	2.53686545856843e-10	3.67038073394877e-08	"TNFSF15"
"ENSG00000243649"	194.757468410531	1.93364770661293	0.350884784760742	6.32464408307738	2.53816924025757e-10	3.67038073394877e-08	"CFB"
"ENSG00000138821"	8762.46009039001	1.82051703823712	0.341870589812124	6.32098620244911	2.59899233467018e-10	3.73070061451701e-08	"SLC39A8"
"ENSG00000101331"	30.8490890282794	1.7785010679928	0.312949375728702	6.31334444781513	2.73068785717679e-10	3.89113053633615e-08	"CCM2L"
"ENSG00000103569"	8192.20752743647	1.67999054666016	0.316818512436024	6.31076622665048	2.77657333754553e-10	3.91849706927919e-08	"AQP9"
"ENSG00000186815"	750.012833844605	-1.63173417677085	0.308838862625843	-6.31001760128904	2.7900373559564e-10	3.91849706927919e-08	"TPCN1"
"ENSG00000172724"	75.9104997207841	1.34986996509529	0.36073871275855	6.30700941857889	2.84478525524832e-10	3.96684983949698e-08	"CCL19"
"ENSG00000138411"	39.9184226823317	1.61473865997966	0.301582119909958	6.30520003114797	2.87821930442455e-10	3.98500689794157e-08	"HECW2"
"ENSG00000162654"	1813.54757263658	1.99104623867929	0.326801916161217	6.29585680094905	3.05706496504205e-10	4.20281846813739e-08	"GBP4"
"ENSG00000234263"	9.60638319157394	1.93892932012357	0.337124277405738	6.28431402693267	3.29304472022406e-10	4.49558175022476e-08	""
"ENSG00000135094"	394.821187044299	-1.92278486855587	0.308834664285929	-6.28160920569034	3.35086293126275e-10	4.54274626000773e-08	"SDS"
"ENSG00000153162"	55.9300240376324	1.16190934629835	0.321267286858495	6.27870781609968	3.41398480685218e-10	4.59640078616332e-08	"BMP6"
"ENSG00000105855"	8946.63392374227	1.60295676815559	0.31772876272806	6.27486342350213	3.49941332514509e-10	4.67914705023852e-08	"ITGB8"
"ENSG00000255398"	315.057751122469	1.59594543371738	0.335179903493191	6.26960139130324	3.61973531842212e-10	4.80710699906372e-08	"HCAR3"
"ENSG00000132170"	53.3905384313207	-1.55776905278792	0.291864280794117	-6.26680974173254	3.68519956658152e-10	4.8609774282976e-08	"PPARG"
"ENSG00000134072"	64.1232867460711	-1.50994897667081	0.313752697449031	-6.24875674235621	4.13732696742007e-10	5.42073134617279e-08	"CAMK1"
"ENSG00000266709"	355.559546266563	1.86078497015939	0.32788658076824	6.23793006896485	4.43398778830922e-10	5.7706873068915e-08	""
"ENSG00000010818"	2141.03390939032	1.68382230394604	0.287340689739132	6.2349149731827	4.52023542009823e-10	5.84397588550713e-08	"HIVEP2"
"ENSG00000168734"	330.864759684497	1.4528132164989	0.308307202527265	6.23266288167195	4.58572327651083e-10	5.88963748710818e-08	"PKIG"
"ENSG00000204131"	260.508864308343	-1.49218045627314	0.309892918598516	-6.22467964706504	4.82540952064929e-10	6.14024346589192e-08	"NHSL2"
"ENSG00000242574"	1560.12833247991	-1.63977526189094	0.308063524251656	-6.22408471613276	4.84375316948753e-10	6.14024346589192e-08	"HLA-DMB"
"ENSG00000226137"	160.997830023083	-1.53910004015653	0.300481591657008	-6.22240674567685	4.89585787653241e-10	6.16625403004295e-08	"BAIAP2-AS1"
"ENSG00000163661"	2141.55576540384	1.91837392171048	0.318298829604566	6.22041908215365	4.95828727549217e-10	6.20485155077937e-08	"PTX3"
"ENSG00000101695"	106.006523467855	-1.40692748364253	0.348244446333688	-6.21600639830436	5.09967251815579e-10	6.34113419741639e-08	"RNF125"
"ENSG00000136634"	839.074923532814	1.79927929675812	0.297344147160006	6.20476530377247	5.47785898801696e-10	6.7682761496245e-08	"IL10"
"ENSG00000170866"	872.978619202516	1.75414980719987	0.316890250763023	6.19367753151553	5.87764167375159e-10	7.21656105377223e-08	"LILRA3"
"ENSG00000196639"	292.388851490408	1.80963256277047	0.324391848379194	6.1919708530162	5.94165411479623e-10	7.24956072681575e-08	"HRH1"
"ENSG00000228079"	13.279567535536	1.86949618910239	0.333564583570337	6.18112581129255	6.36460670411928e-10	7.71738211663457e-08	""
"ENSG00000112759"	955.95915084463	-1.50093608523213	0.317064811944702	-6.17563568142316	6.58977854520492e-10	7.94108992342534e-08	"SLC29A1"
"ENSG00000056558"	9391.83002590434	1.67122763663601	0.342167714397566	6.17178800322878	6.75219981904321e-10	8.03758810166839e-08	"TRAF1"
"ENSG00000073737"	252.377364063064	-1.7672068605264	0.310335537833828	-6.17261725920896	6.7168677299614e-10	8.03758810166839e-08	"DHRS9"
"ENSG00000133246"	630.417306366343	-1.50952575010435	0.309603112122032	-6.16990923410381	6.83292055836578e-10	8.0843803115404e-08	"PRAM1"
"ENSG00000166016"	275.866812441055	1.56713455145174	0.304824984124603	6.16156172732139	7.20309817776222e-10	8.43090341711222e-08	"ABTB2"
"ENSG00000184588"	1812.01120110788	1.71000345514052	0.29116718927456	6.16136233688714	7.21217534401056e-10	8.43090341711222e-08	"PDE4B"
"ENSG00000111344"	1253.09870227585	-1.31065199060612	0.292058264166801	-6.15856116375044	7.34088325488282e-10	8.53028112510848e-08	"RASAL1"
"ENSG00000167261"	278.471588360784	-1.62827651051097	0.318090977184588	-6.15028370393818	7.73444707517047e-10	8.93443052079751e-08	"DPEP2"
"ENSG00000125657"	175.989582098122	1.60656112766768	0.299739127031205	6.14006198013918	8.24892890043526e-10	9.47268176437042e-08	"TNFSF9"
"ENSG00000118322"	162.445539635994	1.33513965984037	0.234575979186935	6.13580956637399	8.47266029431025e-10	9.6727060973991e-08	"ATP10B"
"ENSG00000172183"	1576.10944784292	1.90721399632442	0.341676081190931	6.13117431407472	8.72327614735749e-10	9.90091842725075e-08	"ISG20"
"ENSG00000089351"	8929.14481715401	1.53189810127032	0.289421427426597	6.11816681242082	9.46579513895908e-10	1.06815753007375e-07	"GRAMD1A"
"ENSG00000151014"	158.130097009892	1.94682125863843	0.302197252930786	6.1131768012287	9.76670617870729e-10	1.09577952885473e-07	"CCRN4L"
"ENSG00000110436"	63.2560799756763	1.58531342115434	0.313927100112356	6.10875170014461	1.00413404569908e-09	1.12015456229357e-07	"SLC1A2"
"ENSG00000110092"	95.8088444861843	1.21045971535665	0.287973640028642	6.10765978635826	1.01102575756776e-09	1.12143436586578e-07	"CCND1"
"ENSG00000256515"	75.7524794511845	1.77362785047141	0.365075328718916	6.105949676906	1.02191204830621e-09	1.12710548062338e-07	"CCL3L3"
"ENSG00000229644"	1617.76455445674	1.65939656583293	0.293556365117513	6.09709119003077	1.08015907841819e-09	1.18465536679101e-07	"NAMPTL"
"ENSG00000111012"	264.496434004342	1.57204999184156	0.28466793484379	6.09433252230411	1.09895015840388e-09	1.19853100515981e-07	"CYP27B1"
"ENSG00000124882"	1704.44649000615	1.51605555168006	0.323747437257355	6.09244281763721	1.11200571410904e-09	1.20603197504649e-07	"EREG"
"ENSG00000138166"	623.469688317841	1.57237978585492	0.303201174404909	6.09100541794228	1.12203753312503e-09	1.21018876915287e-07	"DUSP5"
"ENSG00000101333"	17.0921515984497	1.59243941288886	0.367283486150995	6.08755480432646	1.14648137511002e-09	1.22975875851087e-07	"PLCB4"
"ENSG00000186827"	850.623172588096	1.47848487969736	0.2744915816858	6.06970592251831	1.28144684306121e-09	1.36701668143393e-07	"TNFRSF4"
"ENSG00000167236"	33.9700869673567	1.49659584966913	0.357645340807533	6.06835604057381	1.29226175392567e-09	1.37106162826832e-07	"CCL23"
"ENSG00000173930"	31.0851967085092	-1.56410768526584	0.328198567204595	-6.06637805428577	1.30826974723405e-09	1.38054281110828e-07	"SLCO4C1"
"ENSG00000116396"	194.093967606723	-1.3094550364834	0.313616986523314	-6.06520274767776	1.31787297249444e-09	1.38319979403421e-07	"KCNC4"
"ENSG00000110799"	43.5570056359774	-1.31880827412759	0.315941160445667	-6.06063275244642	1.3558709122403e-09	1.41547122720616e-07	"VWF"
"ENSG00000166165"	825.949074995273	1.29368222920647	0.309715419027327	6.05347392434128	1.41755027592153e-09	1.47199023864575e-07	"CKB"
"ENSG00000105835"	15503.7214202779	1.63051618259839	0.290893526523853	6.04167658434867	1.52520957667663e-09	1.56711270294111e-07	"NAMPT"
"ENSG00000163735"	1624.31851777354	1.26064988595925	0.345995041828576	6.04173796858829	1.52462929467147e-09	1.56711270294111e-07	"CXCL5"
"ENSG00000178585"	117.722997812693	-1.53083881985169	0.298179707245634	-6.03152120271479	1.62423409179118e-09	1.66012031099201e-07	"CTNNBIP1"
"ENSG00000271032"	129.171484560649	1.61789885110516	0.30612557155214	6.02021549750311	1.74185012151432e-09	1.77106239959389e-07	""
