"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Gene"
"ENSG00000163145"	16.7477162590051	1.17789717757246	0.311683241665643	5.11593094310383	3.12197275626123e-07	1.15288530664816e-05	"C1QTNF7"
"ENSG00000255443"	165.589256361754	1.29867142557216	0.250190439052532	5.11495528049891	3.13815294760478e-07	1.15590607251208e-05	""
"ENSG00000117594"	118.120760790353	1.25661184106189	0.267142222988936	5.11141988004472	3.19746427780604e-07	1.17553479531694e-05	"HSD11B1"
"ENSG00000272625"	58.1111371927877	1.21602024844088	0.242298172111524	5.10927265619754	3.23401370108303e-07	1.18673713294254e-05	""
"ENSG00000116791"	221.858778181454	-0.830852383647437	0.171684822247628	-5.10711694055126	3.27111325192963e-07	1.19809892878368e-05	"CRYZ"
"ENSG00000133657"	21121.42254615	1.2221110716068	0.26326426285206	5.10667962104737	3.27868942539345e-07	1.19862499929833e-05	"ATP13A3"
"ENSG00000167550"	72.9089294778545	1.13348776412054	0.216034558486493	5.10384864540834	3.32814491840029e-07	1.21443074947683e-05	"RHEBL1"
"ENSG00000185070"	98.6145780867556	-1.03644933425623	0.271136444186298	-5.10128015231983	3.37363748030896e-07	1.22873415840656e-05	"FLRT2"
"ENSG00000011422"	6765.90550869508	1.22253274496216	0.244556177546147	5.09961304698511	3.40348549198343e-07	1.23729690455308e-05	"PLAUR"
"ENSG00000243753"	155.57699849719	1.10403235305141	0.214501682343397	5.09802965836268	3.43207056230059e-07	1.24536954492997e-05	"HLA-L"
"ENSG00000101665"	528.058907263031	0.52218240011556	0.102219085800228	5.09680602298704	3.45431957822991e-07	1.24948206201991e-05	"SMAD7"
"ENSG00000167081"	292.692817790825	-1.27922224170126	0.273700459935035	-5.0967026873091	3.45620486369609e-07	1.24948206201991e-05	"PBX3"
"ENSG00000165997"	1740.00686065081	1.41240787158961	0.262889250853915	5.09354963799113	3.5142098717854e-07	1.26810360659879e-05	"ARL5B"
"ENSG00000149485"	616.713183280818	-0.916913355809002	0.226494491538849	-5.09103806497435	3.56108521344278e-07	1.28264770363155e-05	"FADS1"
"ENSG00000116005"	354.626664346959	-1.1287054539967	0.249855135336226	-5.08835151733367	3.61189414813253e-07	1.29531295568634e-05	"PCYOX1"
"ENSG00000156804"	75.0754006268241	-1.41467609168889	0.307863928267026	-5.08825227183885	3.61378445176949e-07	1.29531295568634e-05	"FBXO32"
"ENSG00000166793"	212.974365060295	-1.36810753463684	0.272032236357643	-5.0881279417825	3.6161538820257e-07	1.29531295568634e-05	"YPEL4"
"ENSG00000136478"	525.962096603384	-1.17833061842532	0.251856836068046	-5.08716245147229	3.63460489417909e-07	1.29716191488417e-05	"TEX2"
"ENSG00000137393"	4147.29679999362	1.25453845006981	0.255857785628971	5.08748465786171	3.628437286964e-07	1.29716191488417e-05	"RNF144B"
"ENSG00000179431"	29.2436190695704	1.34105026319504	0.291071654467294	5.08211037885238	3.73264391498984e-07	1.32844235617253e-05	"FJX1"
"ENSG00000181381"	4135.5241596193	1.39091984877568	0.291589748969614	5.08194675931096	3.73586135405551e-07	1.32844235617253e-05	"DDX60L"
"ENSG00000236438"	26.2017009822409	1.03824589107587	0.207393625599641	5.08132452208681	3.74812158094377e-07	1.33037871823971e-05	"FAM157A"
"ENSG00000165752"	157.216903468489	-1.07049580208719	0.242297286076952	-5.07770263590701	3.82025977844695e-07	1.3510708586022e-05	"STK32C"
"ENSG00000267737"	21.5470981688685	1.45993697397225	0.329178088710069	5.07788059703477	3.81668418791977e-07	1.3510708586022e-05	""
"ENSG00000140511"	96.8749674814319	1.5710216359486	0.295835193986525	5.07532049377099	3.86843406772413e-07	1.36563417486638e-05	"HAPLN3"
"ENSG00000198105"	119.553026742779	-0.664456813397742	0.133089643498855	-5.07431207243543	3.88900360621687e-07	1.37041748015461e-05	"ZNF248"
"ENSG00000196449"	313.480550262298	1.04993071108745	0.20193621945519	5.07343116284237	3.9070585262452e-07	1.37429903692538e-05	"YRDC"
"ENSG00000120910"	732.515713580019	0.934141164008679	0.186342810567574	5.06764908021639	4.02759038328291e-07	1.41160896700986e-05	"PPP3CC"
"ENSG00000131242"	224.535400006367	-1.22722689929326	0.286928178013506	-5.06784794633757	4.02338593363888e-07	1.41160896700986e-05	"RAB11FIP4"
"ENSG00000110665"	69.6446762378727	-1.27066394709636	0.306132069594212	-5.06517295729939	4.08029717338772e-07	1.4273153764377e-05	"C11orf21"
"ENSG00000111886"	38.4737059198883	1.05591026465599	0.209368547710951	5.06485904743587	4.08702640830177e-07	1.4273153764377e-05	"GABRR2"
"ENSG00000109320"	7439.84452665168	1.21835913312722	0.24499981031539	5.06302007673857	4.1266637576063e-07	1.43858446207125e-05	"NFKB1"
"ENSG00000164330"	60.4268675867039	0.98432283958742	0.295659719864885	5.06245244160439	4.13897335184787e-07	1.44030370365016e-05	"EBF1"
"ENSG00000010278"	3927.39686832472	-1.1335814669453	0.24843225554009	-5.06075654126942	4.1759616281483e-07	1.44216934790077e-05	"CD9"
"ENSG00000083290"	374.553263809691	1.11729782108791	0.226972767243349	5.06106439488525	4.16922360803328e-07	1.44216934790077e-05	"ULK2"
"ENSG00000135476"	394.525628435353	1.0043234965255	0.205092994109676	5.06120766801232	4.16609135406184e-07	1.44216934790077e-05	"ESPL1"
"ENSG00000234616"	613.592967353068	-0.539749115799104	0.10719588690877	-5.0605142691286	4.18127164692058e-07	1.44216934790077e-05	"JRK"
"ENSG00000237499"	45.9557194709057	1.16286005336877	0.231396374832004	5.0615618505149	4.15835791523223e-07	1.44216934790077e-05	""
"ENSG00000122224"	348.0426161809	-1.25773897163984	0.260451603703956	-5.05884359065038	4.2180666312621e-07	1.45229447575835e-05	"LY9"
"ENSG00000122223"	40.5416317576719	-1.26590311523149	0.277713624532808	-5.05688078121792	4.2616946741557e-07	1.46473245473358e-05	"CD244"
"ENSG00000147650"	890.12407511417	0.990404955068663	0.198094215491552	5.0551003466686	4.30164531505534e-07	1.47586502355906e-05	"LRP12"
"ENSG00000079482"	52.6828233043419	-1.18987047714989	0.264588528479145	-5.05307149728274	4.34761053773299e-07	1.48901847223901e-05	"OPHN1"
"ENSG00000232759"	6.19815855920458	1.02780328873511	0.36135890924272	5.05092652841754	4.39672173326419e-07	1.50057345588782e-05	""
"ENSG00000247903"	54.7867069541503	-1.11459875482775	0.225370319492647	-5.0511332391371	4.39196568110693e-07	1.50057345588782e-05	""
"ENSG00000034152"	1903.57790063316	1.08024809246005	0.218622264370465	5.04984136788173	4.42177099672122e-07	1.50072594494734e-05	"MAP2K3"
"ENSG00000143226"	3322.64644542184	1.29637823051757	0.280096880351604	5.04957598116862	4.42791796070929e-07	1.50072594494734e-05	"FCGR2A"
"ENSG00000160013"	1928.15665849783	1.2576827667043	0.268361094911886	5.05032066408457	4.41069025187213e-07	1.50072594494734e-05	"PTGIR"
"ENSG00000228196"	17.8841907430013	1.17660826142224	0.231704475879464	5.04972018931345	4.42457674791119e-07	1.50072594494734e-05	"PTPN2P1"
"ENSG00000023445"	3736.86944453872	1.05386040018973	0.205698244080239	5.04839078965036	4.45547046686628e-07	1.50744704426627e-05	"BIRC3"
"ENSG00000228923"	12.239772986307	1.43295424880224	0.356272069513765	5.04736876354872	4.47936255289269e-07	1.51290857712061e-05	""
"ENSG00000219565"	17.9342279505258	1.22172927921143	0.339625742639604	5.04602602502612	4.51093990138955e-07	1.52094246554278e-05	"ZNF259P1"
"ENSG00000169413"	171.953368811538	-1.16322386589314	0.234529288632568	-5.04507492412236	4.53343686400325e-07	1.52589231825985e-05	"RNASE6"
"ENSG00000082014"	168.746891177313	-1.16199495492079	0.266332242804733	-5.04178805250018	4.61201951479334e-07	1.54700764549477e-05	"SMARCD3"
"ENSG00000175592"	75.5503982154535	1.09285745064303	0.253525549749184	5.04191411051367	4.60898163420616e-07	1.54700764549477e-05	"FOSL1"
"ENSG00000187608"	2384.69099533418	1.50156732222129	0.327405601570496	5.04113103282944	4.62788436933683e-07	1.54966652930006e-05	"ISG15"
"ENSG00000113615"	1913.85330143452	1.21996261064549	0.243606180461034	5.03943591672437	4.6690593046135e-07	1.56077698192919e-05	"SEC24A"
"ENSG00000175294"	20.9636597402431	-1.17420241749502	0.239504977654403	-5.0382979991723	4.69689767746957e-07	1.56739891383865e-05	"CATSPER1"
"ENSG00000143514"	1930.45106117711	0.848515378472217	0.170579167302099	5.03620487104183	4.74852326323006e-07	1.58192271578118e-05	"TP53BP2"
"ENSG00000183762"	51.3836347979885	1.19415650858106	0.333238749148032	5.03571200778367	4.76075877265745e-07	1.58329698057613e-05	"KREMEN1"
"ENSG00000133639"	4155.58519124532	1.21553343976218	0.264601165070644	5.03441786100781	4.79303135960483e-07	1.59131901704431e-05	"BTG1"
"ENSG00000100578"	183.126788253739	-0.54491028194243	0.108798079141355	-5.03326157093639	4.82204456766918e-07	1.59552464491589e-05	"KIAA0586"
"ENSG00000128274"	92.8388807768353	0.854141689621502	0.184771077463283	5.03332933792994	4.82033952060521e-07	1.59552464491589e-05	"A4GALT"
"ENSG00000186074"	423.269224748856	-1.21393168429889	0.258462432254876	-5.03213598720934	4.850449955846e-07	1.60220785174324e-05	"CD300LF"
"ENSG00000139146"	684.106125490308	1.19936637242101	0.240466098161025	5.03132383747834	4.8710456380736e-07	1.60629312409582e-05	"FAM60A"
"ENSG00000112799"	210.982949692301	-0.931519024045589	0.184352972955297	-5.03086992106333	4.8825934317719e-07	1.60738598608855e-05	"LY86"
"ENSG00000130511"	207.088094079162	-1.15920877774738	0.242265142636651	-5.03004309791051	4.90369598828911e-07	1.61161537177407e-05	"SSBP4"
"ENSG00000140526"	1799.35974885572	-1.14764183732448	0.263670143352933	-5.02955021449431	4.91631740022539e-07	1.61304787037311e-05	"ABHD2"
"ENSG00000156675"	1174.11744449918	-1.03257547259649	0.212667259430183	-5.02443582152495	5.04914606518808e-07	1.65180284782517e-05	"RAB11FIP1"
"ENSG00000169683"	48.6958989265143	-1.12022554203866	0.245900732144052	-5.02403047780444	5.05982021821252e-07	1.65180284782517e-05	"LRRC45"
"ENSG00000239948"	20.5859103853609	1.42548915650251	0.3055049265915	5.02423789792244	5.05435538727296e-07	1.65180284782517e-05	"RN7SL368P"
"ENSG00000266378"	5.23336197472285	1.6170784241955	0.350102137616278	5.02326452470941	5.08004995090338e-07	1.6556383162193e-05	""
"ENSG00000161791"	3635.42157729975	0.951666673851695	0.194753106803688	5.02031129741529	5.1587807760399e-07	1.67849530516418e-05	"FMNL3"
"ENSG00000100678"	4.38700203336229	1.92754069916158	0.367731787599514	5.01990307277167	5.16975587232948e-07	1.67926745656599e-05	"SLC8A3"
"ENSG00000148158"	1064.74135006243	-1.11147548295394	0.243519122405889	-5.01890308773272	5.19673562555584e-07	1.6852271242874e-05	"SNX30"
"ENSG00000155629"	12165.5446731788	1.21751333623156	0.242503909429771	5.01791105393491	5.22363498365391e-07	1.69114099752723e-05	"PIK3AP1"
"ENSG00000074660"	473.670311863275	1.23547451369847	0.255629186133117	5.01735850104291	5.23867582274667e-07	1.69320247370299e-05	"SCARF1"
"ENSG00000014914"	57.8135115136506	1.2934439461605	0.271865535777259	5.01585315486802	5.27986446116722e-07	1.70348832260207e-05	"MTMR11"
"ENSG00000107593"	10.136950769235	-1.32963273648976	0.274395173005907	-5.01492543574924	5.30540364789498e-07	1.70348832260207e-05	"PKD2L1"
"ENSG00000130598"	160.441904393113	-1.11340812446582	0.241676221323737	-5.01549670493999	5.28966311901169e-07	1.70348832260207e-05	"TNNI2"
"ENSG00000188396"	24.8311514180114	1.30124915931883	0.264251521179202	5.01520647515469	5.29765436179911e-07	1.70348832260207e-05	"TCTEX1D4"
"ENSG00000110218"	766.063068437758	1.19499149363514	0.241352394672811	5.01441967727381	5.31937680425546e-07	1.7051703443789e-05	"PANX1"
"ENSG00000125247"	82.3331259772324	-1.06538616504799	0.229793493637159	-5.0138139656496	5.33615817931333e-07	1.70774557338614e-05	"TMTC4"
"ENSG00000273124"	63.1669438240583	1.12185772716888	0.266586749856095	5.01288370617742	5.36203066728972e-07	1.7132170652509e-05	""
"ENSG00000140105"	7555.44920563196	1.18335471140239	0.236917718314612	5.01087924863292	5.4181906154741e-07	1.72833198031512e-05	"WARS"
"ENSG00000075240"	1909.71972092029	-1.20373678399997	0.261799573792566	-5.00798965758276	5.50014894141731e-07	1.751613501376e-05	"GRAMD4"
"ENSG00000143322"	2507.72826753795	1.02062114846449	0.211030108733249	5.00678085197598	5.53478810680117e-07	1.75977415995069e-05	"ABL2"
"ENSG00000233058"	81.6297758528905	1.20248601871732	0.257949044330184	5.00608146207797	5.55492556002157e-07	1.76330498833725e-05	"LINC00884"
"ENSG00000145779"	5405.66736518092	1.00134003335607	0.200550223297619	5.00559675666238	5.56892304929953e-07	1.76487850273418e-05	"TNFAIP8"
"ENSG00000169504"	4359.59372235718	1.09565103690068	0.215840117061189	5.00493620336679	5.58805349342053e-07	1.76807099349361e-05	"CLIC4"
"ENSG00000124466"	23.7686094844799	1.4333536186048	0.343620837170938	5.00399811788399	5.6153305300188e-07	1.77382657940173e-05	"LYPD3"
"ENSG00000184838"	62.1088247065047	1.49170150643754	0.302413094118419	5.00320033522716	5.63862889643565e-07	1.77754461540491e-05	"PRR16"
"ENSG00000259671"	8.85548957207481	1.43311729540011	0.361911506263388	5.00297210462532	5.64531124654771e-07	1.77754461540491e-05	""
"ENSG00000113070"	178.891196544629	1.3867089012425	0.280304931721056	5.00211387822595	5.67050760553748e-07	1.78043197254825e-05	"HBEGF"
"ENSG00000176915"	2015.19172126772	0.74839069332453	0.151495509247204	5.00203864615274	5.67272147794801e-07	1.78043197254825e-05	"ANKLE2"
"ENSG00000169570"	133.276819188859	-1.08564543766158	0.237692097224595	-5.00165698165803	5.68396565416432e-07	1.7810975521765e-05	"DTWD2"
"ENSG00000166920"	4225.73922843431	1.06167942280306	0.218945834590675	4.99978866714089	5.73931861238341e-07	1.79556054408572e-05	"C15orf48"
"ENSG00000062582"	21.9686855623892	1.26529535372132	0.26322821627321	4.99737958304317	5.81146051893261e-07	1.81522131600964e-05	"MRPS24"
"ENSG00000073008"	757.540870477861	0.753550396288823	0.149499552766362	4.99523610379291	5.87638294936854e-07	1.83256785842768e-05	"PVR"
"ENSG00000091073"	1446.81093744125	0.97799584045823	0.202435242450696	4.99483126848808	5.88872298307199e-07	1.83348724203399e-05	"DTX2"
"ENSG00000095303"	810.906802817166	-1.0959117463622	0.230400403735359	-4.9911778897056	6.00121954678041e-07	1.86553834382559e-05	"PTGS1"
"ENSG00000141753"	121.811084290289	1.51748681388154	0.294050032264855	4.99058297873493	6.01973336497631e-07	1.86831851750505e-05	"IGFBP4"
"ENSG00000163633"	121.693491597179	-1.10890665839147	0.230430832535005	-4.9900509929509	6.03633554907373e-07	1.87049750141297e-05	"C4orf36"
"ENSG00000136999"	73.3112924980165	-1.31807658174777	0.287403559677415	-4.98972054609975	6.04667032967839e-07	1.87073055746405e-05	"NOV"
"ENSG00000102897"	144.503280715156	0.710292828593969	0.142564775982732	4.98252987080273	6.27582988218896e-07	1.93855618607742e-05	"LYRM1"
"ENSG00000111052"	83.6515023074352	-1.08134954640963	0.216127570009116	-4.9821541208322	6.28803197193886e-07	1.93925687450538e-05	"LIN7A"
"ENSG00000167315"	425.285980548728	-0.912085004376181	0.185427621206728	-4.97831220883842	6.41411339422683e-07	1.97502084672076e-05	"ACAA2"
"ENSG00000090339"	5850.63564929499	0.999893674819474	0.201255361129905	4.97659690588669	6.47118861102884e-07	1.9894573868426e-05	"ICAM1"
"ENSG00000260729"	13.9774001378436	-1.23545990173029	0.250274915468334	-4.97544879180786	6.50966422248811e-07	1.99813938602851e-05	""
"ENSG00000147883"	467.023850034755	0.980841547720283	0.188856586581271	4.97474693400718	6.53329336859229e-07	1.99920372909551e-05	"CDKN2B"
"ENSG00000155926"	407.241184770113	-0.890123018571532	0.178706606119496	-4.97473744926958	6.53361325255063e-07	1.99920372909551e-05	"SLA"
"ENSG00000256594"	617.090097748507	1.07198947046386	0.216051412308713	4.97423659980143	6.55052645085781e-07	2.00124221242013e-05	""
"ENSG00000243452"	163.876414302415	1.16359917775037	0.243341766394728	4.97114931975594	6.65571627263026e-07	2.03020145428575e-05	"NBPF15"
"ENSG00000128346"	56.6279479511718	1.17603972829207	0.241698109755207	4.97021264106624	6.68795135877177e-07	2.03393984326809e-05	"C22orf23"
"ENSG00000181577"	103.177946707838	1.24250728882097	0.323744574831777	4.97018776658338	6.68880944256795e-07	2.03393984326809e-05	"C6orf223"
"ENSG00000198604"	2596.51280064717	0.989061832865511	0.195390906877916	4.96611915423174	6.83059960361946e-07	2.07382527934462e-05	"BAZ1A"
"ENSG00000241399"	88.3924791014061	-1.15446425225129	0.241481107065434	-4.96577017452724	6.84289542773281e-07	2.07433236863664e-05	"CD302"
"ENSG00000100319"	101.004290901143	-0.529860189787584	0.108387069147164	-4.96272910461667	6.95094990995046e-07	2.10056415080577e-05	"ZMAT5"
"ENSG00000211584"	78.5319256948954	-1.19095382112902	0.277027978138539	-4.96300063607218	6.94123547205068e-07	2.10056415080577e-05	"SLC48A1"
"ENSG00000176542"	1408.89597697279	0.499704507706415	0.101970834427847	4.96131957228251	7.00158888094265e-07	2.11259687996542e-05	"KIAA2018"
"ENSG00000150977"	1206.97946317437	0.557426678713965	0.113199882134674	4.9580364729422	7.12091971450796e-07	2.14528695473186e-05	"RILPL2"
"ENSG00000167711"	48.9875815426869	-1.19912253953095	0.30589395234498	-4.95583936437731	7.20186994131011e-07	2.1663313558437e-05	"SERPINF2"
"ENSG00000075420"	5223.66245075373	1.1411471801867	0.233928607486494	4.95543831997558	7.21674138969446e-07	2.16746500630177e-05	"FNDC3B"
"ENSG00000133805"	6194.68412134374	0.850170100999719	0.173930871868854	4.95435665705191	7.2569990573572e-07	2.17620792008798e-05	"AMPD3"
"ENSG00000175866"	175.95605586369	-1.11295644680549	0.238626207329051	-4.95078306293457	7.39154618829065e-07	2.21315590011979e-05	"BAIAP2"
"ENSG00000182511"	237.666212074147	-1.14923097406608	0.245590399005977	-4.94965434584891	7.43453993160095e-07	2.21922153738094e-05	"FES"
"ENSG00000188211"	1200.0318307744	0.876263828535109	0.177597294707891	4.94974058794214	7.43124641819744e-07	2.21922153738094e-05	"NCR3LG1"
"ENSG00000247400"	138.697935926426	0.946657195514635	0.192130713717585	4.94832772684588	7.48537993355279e-07	2.23098606202775e-05	"DNAJC3-AS1"
"ENSG00000121769"	116.073963959914	-1.05113825196552	0.245546184715004	-4.94733590928096	7.52360797501028e-07	2.23896150744132e-05	"FABP3"
"ENSG00000136695"	213.860990209191	1.14307329532174	0.279807134558658	4.9460115243489	7.57494764423972e-07	2.25080864400073e-05	"IL36RN"
"ENSG00000013810"	237.657983703982	-1.08010395624965	0.241000246562875	-4.94427087727158	7.6429371549435e-07	2.2606881687698e-05	"TACC3"
"ENSG00000144655"	781.896167924565	1.24486001167164	0.268743101121252	4.94428680499942	7.64231236272207e-07	2.2606881687698e-05	"CSRNP1"
"ENSG00000196209"	525.16900114751	-1.11646305791	0.29387049884137	-4.94482073002941	7.62139669031752e-07	2.2606881687698e-05	"SIRPB2"
"ENSG00000106268"	103.708526253481	-0.699690320652277	0.144734787131109	-4.94075293526658	7.78214673511538e-07	2.29838227780518e-05	"NUDT1"
"ENSG00000147130"	312.197078531401	-1.04586598639767	0.224002818827362	-4.93961635281126	7.82764250323138e-07	2.30832684211606e-05	"ZMYM3"
"ENSG00000105656"	925.123897025502	1.18296430582895	0.242636560090267	4.93876569288273	7.86186072079006e-07	2.31492073893309e-05	"ELL"
"ENSG00000172164"	444.555309786245	-1.04558929711083	0.225349128486622	-4.9374839054511	7.91369352153665e-07	2.32667356818431e-05	"SNTB1"
"ENSG00000088367"	56.5396212038403	-1.13665677861996	0.28423566511746	-4.93616085881379	7.96753992009922e-07	2.33665207027186e-05	"EPB41L1"
"ENSG00000105048"	58.1110810781368	-1.17925634913163	0.253928364022237	-4.93576935274855	7.98354129121674e-07	2.33665207027186e-05	"TNNT1"
"ENSG00000136161"	1181.36685096871	-1.174218819186	0.260911801944272	-4.93598745807049	7.97462322328594e-07	2.33665207027186e-05	"RCBTB2"
"ENSG00000123689"	1758.16209977926	1.23495577059556	0.316213581301588	4.93527014534534	8.00398945958983e-07	2.33912997350468e-05	"G0S2"
"ENSG00000231312"	79.6523556226695	-1.0080006479454	0.227035456759375	-4.93476149810857	8.02487617677389e-07	2.34172844130015e-05	""
"ENSG00000118976"	13.5713182286427	1.43870156088429	0.287926936076627	4.93436392737118	8.04123827316276e-07	2.34300079953259e-05	""
"ENSG00000101265"	2698.73108688245	-1.13342198548227	0.267353888940631	-4.93390771057971	8.0600535511398e-07	2.3449830912869e-05	"RASSF2"
"ENSG00000197249"	2714.59157123708	1.20112073626393	0.257352279791075	4.93254882010292	8.11634845850772e-07	2.35784753879446e-05	"SERPINA1"
"ENSG00000166797"	939.332415543622	-0.824160640989123	0.170449557734888	-4.9320859140861	8.13561164750367e-07	2.35993180657603e-05	"FAM96A"
"ENSG00000158050"	552.46256056251	1.30645788902633	0.274733407867607	4.931261352665	8.17003375098618e-07	2.36640057695478e-05	"DUSP2"
"ENSG00000124145"	1766.77972658365	1.00054889047462	0.204845068320473	4.92925446087903	8.25440054143888e-07	2.38729492399955e-05	"SDC4"
"ENSG00000104219"	373.092294246808	-0.65727222260629	0.131640788836864	-4.92611957947574	8.38786770621743e-07	2.41516155399376e-05	"ZDHHC2"
"ENSG00000161513"	58.4030520670248	-1.12670910908812	0.300909271100605	-4.92633385628207	8.37867911258189e-07	2.41516155399376e-05	"FDXR"
"ENSG00000170275"	1045.2366627141	-0.953910414970551	0.199409927384528	-4.92640399822396	8.37567340036477e-07	2.41516155399376e-05	"CRTAP"
"ENSG00000085117"	3280.04626778287	1.1124116117724	0.24455850946189	4.92563030263815	8.40888521292654e-07	2.41764738036454e-05	"CD82"
"ENSG00000164221"	146.545338274605	-1.12520202329205	0.236561599191047	-4.92509051944407	8.43213112469976e-07	2.42076564435866e-05	"CCDC112"
"ENSG00000064201"	44.0680551505821	-1.28768332197955	0.306522962719897	-4.92471767393299	8.44822394337846e-07	2.42182419710183e-05	"TSPAN32"
"ENSG00000105717"	107.183182051	1.16539649702676	0.25516152069545	4.92415065508521	8.47275441182348e-07	2.42402176298215e-05	"PBX4"
"ENSG00000113583"	1936.24111544552	1.13247653196141	0.233449043019804	4.92396678809766	8.4807236149821e-07	2.42402176298215e-05	"C5orf15"
"ENSG00000145014"	50.3961712586888	1.23670752717078	0.292081090913306	4.92144190047806	8.59089068078525e-07	2.45192058289897e-05	"TMEM44"
"ENSG00000165801"	952.221535180176	-0.979744602629861	0.20206844562781	-4.92060838781585	8.62756051094238e-07	2.45879177072434e-05	"ARHGEF40"
"ENSG00000160111"	293.570653612286	1.08592830272905	0.240419211653825	4.91702967693483	8.78672353501627e-07	2.50050170336133e-05	"CPAMD8"
"ENSG00000115648"	29.4037887537732	-1.42117063929698	0.353108888528725	-4.91503864437506	8.8764948569152e-07	2.50234189130779e-05	"MLPH"
"ENSG00000122862"	8529.6943415822	1.21199296898304	0.256964513140501	4.91572514420302	8.84544277472504e-07	2.50234189130779e-05	"SRGN"
"ENSG00000128849"	10.0886367724794	1.41002158854598	0.359644034763093	4.91654631846913	8.80843641606543e-07	2.50234189130779e-05	"CGNL1"
"ENSG00000138964"	1967.05430676433	-0.917825477168757	0.18963345115609	-4.91489696642206	8.88291635424802e-07	2.50234189130779e-05	"PARVG"
"ENSG00000162881"	31.1211227347487	-1.37742590093586	0.318164938515908	-4.91596925317839	8.83442635367532e-07	2.50234189130779e-05	"OXER1"
"ENSG00000170525"	11612.4245865497	1.12734758912319	0.233549992419986	4.91528690267582	8.86525342452558e-07	2.50234189130779e-05	"PFKFB3"
"ENSG00000185838"	28.9833513970101	-0.869080853531409	0.18226441549662	-4.91604964376968	8.83080129047588e-07	2.50234189130779e-05	"GNB1L"
"ENSG00000092068"	85.7512521732353	-1.24820674916379	0.321463742232346	-4.91451904182199	8.90006752572997e-07	2.50241166111386e-05	"SLC7A8"
"ENSG00000163113"	67.3626746473884	1.03783708016027	0.256613470336927	4.91432687285541	8.90880086299627e-07	2.50241166111386e-05	"OTUD7B"
"ENSG00000072110"	3653.26059848454	0.529855980424064	0.107736997749211	4.91375605253965	8.93479112843585e-07	2.50251065149677e-05	"ACTN1"
"ENSG00000100219"	3040.22912786179	1.18243618189726	0.245799525379015	4.91403267977531	8.92218679028348e-07	2.50251065149677e-05	"XBP1"
"ENSG00000066926"	258.098700344749	-1.1386285619272	0.244895697109222	-4.91159717567024	9.03374968601414e-07	2.5247027184076e-05	"FECH"
"ENSG00000115756"	796.166318134614	-0.63058463610407	0.127473998998705	-4.91146398411612	9.03988935645382e-07	2.5247027184076e-05	"HPCAL1"
"ENSG00000250116"	243.304872590566	0.969955243825547	0.200255233459865	4.91073622479373	9.07350756374788e-07	2.53047163799266e-05	""
"ENSG00000155755"	33.4683389480008	1.29383002270323	0.28241388606528	4.90956545738575	9.12784288044407e-07	2.53837248877534e-05	"TMEM237"
"ENSG00000163629"	13.8527237489842	-1.34313019801902	0.279084474292497	-4.909757416843	9.11891262025604e-07	2.53837248877534e-05	"PTPN13"
"ENSG00000115318"	69.8440309884317	-1.14903328610262	0.251626612965146	-4.90807598093126	9.19742242974627e-07	2.55408365111674e-05	"LOXL3"
"ENSG00000107282"	67.2747064863518	-1.34836464501417	0.29004876920069	-4.90754025592772	9.22257298585727e-07	2.55613024688584e-05	"APBA1"
"ENSG00000132846"	112.722684518759	-1.18203148273208	0.266661552878507	-4.9068056781201	9.25716670703971e-07	2.55613024688584e-05	"ZBED3"
"ENSG00000186260"	251.561796634548	-1.09514841055757	0.23991393412982	-4.90686701285223	9.25427347613643e-07	2.55613024688584e-05	"MKL2"
"ENSG00000250889"	8.53194946419093	1.44367664280749	0.352094759721765	4.90681124738646	9.25690396230132e-07	2.55613024688584e-05	""
"ENSG00000087589"	68.6724498344027	-1.17751433029542	0.260402365363719	-4.90627754224221	9.28211555373186e-07	2.55939915028183e-05	"CASS4"
"ENSG00000090447"	89.8765975244517	-1.12875036829754	0.260753674233271	-4.90537303014625	9.32499465743868e-07	2.56397951693687e-05	"TFAP4"
"ENSG00000118640"	744.882417984572	-1.00740331438452	0.220739944702951	-4.90541736900488	9.32288830141439e-07	2.56397951693687e-05	"VAMP8"
"ENSG00000104635"	86.2664878994571	1.08630803309537	0.228597267171559	4.90471345614382	9.35638244871709e-07	2.56899153535661e-05	"SLC39A14"
"ENSG00000196437"	43.2898292516767	-0.628788092025467	0.128231074119362	-4.90067754718839	9.5506701167997e-07	2.61865424185623e-05	"ZNF569"
"ENSG00000165891"	25.4652546654638	1.70295169969144	0.332048918686597	4.89874060440587	9.64528778498377e-07	2.64088791218027e-05	"E2F7"
"ENSG00000231574"	12.2102002280121	1.31619000389808	0.336325550971046	4.89840874931276	9.66158885253443e-07	2.64164618458231e-05	""
"ENSG00000251194"	92.3097206950106	1.08258082689934	0.221775945855188	4.89727469500352	9.71749519633088e-07	2.64951035227334e-05	""
"ENSG00000264133"	23.7989092752248	1.31606371338114	0.278665685714631	4.89746402333912	9.70814012610179e-07	2.64951035227334e-05	""
"ENSG00000140022"	17.7028105769671	1.55442149870146	0.319926468282466	4.89649802109294	9.7559630214177e-07	2.65628884385099e-05	"STON2"
"ENSG00000131069"	645.16298077667	-0.754725846210127	0.173467306282946	-4.89382418858878	9.88951928719074e-07	2.68890244463144e-05	"ACSS2"
"ENSG00000104863"	11.4882179263337	-1.26141178884928	0.288327411617427	-4.89096853805797	1.00341003989693e-06	2.72441874810401e-05	"LIN7B"
