FileName	Sample Name
WTCHG_430079_273194	S194
WTCHG_430079_274182	S235
WTCHG_430079_275170	S340
WTCHG_430079_276158	S269
WTCHG_430079_277146	S149
WTCHG_430079_278134	S212
WTCHG_430079_279122	S443
WTCHG_430079_280110	S435
WTCHG_430079_281193	S202
WTCHG_430079_282181	S70
WTCHG_430079_283169	S404
WTCHG_430079_284157	FG4R
WTCHG_430079_285145	S304
WTCHG_430079_286133	S308
WTCHG_430079_287121	S495
WTCHG_430079_288109	FG16R
WTCHG_430079_289192	FG44F
WTCHG_430079_290180	FG112M
WTCHG_430079_291168	S386
WTCHG_430079_292156	FG101F
WTCHG_430079_293144	S402
WTCHG_430079_294132	S3
WTCHG_430079_295120	S368
WTCHG_430079_296108	S462
WTCHG_431441_201191	S75
WTCHG_431441_202179	S216
WTCHG_431441_203167	S16
WTCHG_431441_204155	S464
WTCHG_431441_205143	S467
WTCHG_431441_206131	S148
WTCHG_431441_207119	S428
WTCHG_431441_208107	S69
WTCHG_431441_209190	S139
WTCHG_431441_210178	S9
WTCHG_431441_211166	S352
WTCHG_431441_212154	S100
WTCHG_431441_213142	S377
WTCHG_431441_214130	S99
WTCHG_431441_215118	S175
WTCHG_431441_216106	FG2R
WTCHG_431441_217189	S246
WTCHG_431441_218177	FG144
WTCHG_431441_219165	FG85M
WTCHG_431441_220153	S206
WTCHG_431441_221141	FG124
WTCHG_431441_222129	S8
WTCHG_431441_223117	FG113
WTCHG_431441_224105	S445
WTCHG_431441_225188	S369
WTCHG_431441_226176	S46
WTCHG_431441_227164	S378
WTCHG_431441_228152	S309
WTCHG_431441_229140	FG111
WTCHG_431441_230128	FG149M
WTCHG_431441_231116	S483
WTCHG_431441_232104	S133
WTCHG_431441_233187	S426
WTCHG_431441_234175	S218
WTCHG_431441_235163	S74
WTCHG_431441_236151	S207
WTCHG_431441_237139	FG143
WTCHG_431441_238127	S198
WTCHG_431441_239115	S56
WTCHG_431441_240103	FG87
WTCHG_431441_241186	S427
WTCHG_431441_242174	S45
WTCHG_431441_243162	FG84M
WTCHG_431441_244150	FG26M
WTCHG_431441_245138	S44
WTCHG_431441_246126	S385
WTCHG_431441_247114	FG117
WTCHG_431441_248102	S266
WTCHG_431441_249185	S359
WTCHG_431441_250173	S273
WTCHG_431441_251161	S409
WTCHG_431441_257196	S366
WTCHG_431441_258184	S215
WTCHG_431441_259172	S268
WTCHG_431441_260160	S89
WTCHG_431441_261148	FG62F
WTCHG_431441_262136	S231
WTCHG_431441_263124	S71
WTCHG_431441_264112	S335
WTCHG_431441_265195	FG41F
WTCHG_431441_266183	S354
WTCHG_431441_267171	FG33R
WTCHG_431441_268159	FG104
WTCHG_431441_269147	FG105
WTCHG_431441_270135	S255
WTCHG_431441_271123	S43
WTCHG_431441_272111	S41
WTCHG_431441_273194	S194
WTCHG_431441_274182	S235
WTCHG_431441_275170	S340
WTCHG_431441_276158	S269
WTCHG_431441_277146	S149
WTCHG_431441_278134	S212
WTCHG_431441_279122	S443
WTCHG_431441_280110	S435
WTCHG_431441_281193	S202
WTCHG_431441_282181	S70
WTCHG_431441_283169	S404
WTCHG_431441_284157	FG4R
WTCHG_431441_285145	S304
WTCHG_431441_286133	S308
WTCHG_431441_287121	S495
WTCHG_431441_288109	FG16R
WTCHG_431441_289192	FG44F
WTCHG_431441_290180	FG112M
WTCHG_431441_291168	S386
WTCHG_431441_292156	FG101F
WTCHG_431441_293144	S402
WTCHG_431441_294132	S3
WTCHG_431441_295120	S368
WTCHG_431441_296108	S462
WTCHG_431442_201191	S75
WTCHG_431442_202179	S216
WTCHG_431442_203167	S16
WTCHG_431442_204155	S464
WTCHG_431442_205143	S467
WTCHG_431442_206131	S148
WTCHG_431442_207119	S428
WTCHG_431442_208107	S69
WTCHG_431442_209190	S139
WTCHG_431442_210178	S9
WTCHG_431442_211166	S352
WTCHG_431442_212154	S100
WTCHG_431442_213142	S377
WTCHG_431442_214130	S99
WTCHG_431442_215118	S175
WTCHG_431442_216106	FG2R
WTCHG_431442_217189	S246
WTCHG_431442_218177	FG144
WTCHG_431442_219165	FG85M
WTCHG_431442_220153	S206
WTCHG_431442_221141	FG124
WTCHG_431442_222129	S8
WTCHG_431442_223117	FG113
WTCHG_431442_224105	S445
WTCHG_431442_225188	S369
WTCHG_431442_226176	S46
WTCHG_431442_227164	S378
WTCHG_431442_228152	S309
WTCHG_431442_229140	FG111
WTCHG_431442_230128	FG149M
WTCHG_431442_231116	S483
WTCHG_431442_232104	S133
WTCHG_431442_233187	S426
WTCHG_431442_234175	S218
WTCHG_431442_235163	S74
WTCHG_431442_236151	S207
WTCHG_431442_237139	FG143
WTCHG_431442_238127	S198
WTCHG_431442_239115	S56
WTCHG_431442_240103	FG87
WTCHG_431442_241186	S427
WTCHG_431442_242174	S45
WTCHG_431442_243162	FG84M
WTCHG_431442_244150	FG26M
WTCHG_431442_245138	S44
WTCHG_431442_246126	S385
WTCHG_431442_247114	FG117
WTCHG_431442_248102	S266
WTCHG_431442_249185	S359
WTCHG_431442_250173	S273
WTCHG_431442_251161	S409
WTCHG_431442_257196	S366
WTCHG_431442_258184	S215
WTCHG_431442_259172	S268
WTCHG_431442_260160	S89
WTCHG_431442_261148	FG62F
WTCHG_431442_262136	S231
WTCHG_431442_263124	S71
WTCHG_431442_264112	S335
WTCHG_431442_265195	FG41F
WTCHG_431442_266183	S354
WTCHG_431442_267171	FG33R
WTCHG_431442_268159	FG104
WTCHG_431442_269147	FG105
WTCHG_431442_270135	S255
WTCHG_431442_271123	S43
WTCHG_431442_272111	S41
WTCHG_431442_273194	S194
WTCHG_431442_274182	S235
WTCHG_431442_275170	S340
WTCHG_431442_276158	S269
WTCHG_431442_277146	S149
WTCHG_431442_278134	S212
WTCHG_431442_279122	S443
WTCHG_431442_280110	S435
WTCHG_431442_281193	S202
WTCHG_431442_282181	S70
WTCHG_431442_283169	S404
WTCHG_431442_284157	FG4R
WTCHG_431442_285145	S304
WTCHG_431442_286133	S308
WTCHG_431442_287121	S495
WTCHG_431442_288109	FG16R
WTCHG_431442_289192	FG44F
WTCHG_431442_290180	FG112M
WTCHG_431442_291168	S386
WTCHG_431442_292156	FG101F
WTCHG_431442_293144	S402
WTCHG_431442_294132	S3
WTCHG_431442_295120	S368
WTCHG_431442_296108	S462
WTCHG_431443_201191	S75
WTCHG_431443_202179	S216
WTCHG_431443_203167	S16
WTCHG_431443_204155	S464
WTCHG_431443_205143	S467
WTCHG_431443_206131	S148
WTCHG_431443_207119	S428
WTCHG_431443_208107	S69
WTCHG_431443_209190	S139
WTCHG_431443_210178	S9
WTCHG_431443_211166	S352
WTCHG_431443_212154	S100
WTCHG_431443_213142	S377
WTCHG_431443_214130	S99
WTCHG_431443_215118	S175
WTCHG_431443_216106	FG2R
WTCHG_431443_217189	S246
WTCHG_431443_218177	FG144
WTCHG_431443_219165	FG85M
WTCHG_431443_220153	S206
WTCHG_431443_221141	FG124
WTCHG_431443_222129	S8
WTCHG_431443_223117	FG113
WTCHG_431443_224105	S445
WTCHG_431443_225188	S369
WTCHG_431443_226176	S46
WTCHG_431443_227164	S378
WTCHG_431443_228152	S309
WTCHG_431443_229140	FG111
WTCHG_431443_230128	FG149M
WTCHG_431443_231116	S483
WTCHG_431443_232104	S133
WTCHG_431443_233187	S426
WTCHG_431443_234175	S218
WTCHG_431443_235163	S74
WTCHG_431443_236151	S207
WTCHG_431443_237139	FG143
WTCHG_431443_238127	S198
WTCHG_431443_239115	S56
WTCHG_431443_240103	FG87
WTCHG_431443_241186	S427
WTCHG_431443_242174	S45
WTCHG_431443_243162	FG84M
WTCHG_431443_244150	FG26M
WTCHG_431443_245138	S44
WTCHG_431443_246126	S385
WTCHG_431443_247114	FG117
WTCHG_431443_248102	S266
WTCHG_431443_249185	S359
WTCHG_431443_250173	S273
WTCHG_431443_251161	S409
WTCHG_431443_257196	S366
WTCHG_431443_258184	S215
WTCHG_431443_259172	S268
WTCHG_431443_260160	S89
WTCHG_431443_261148	FG62F
WTCHG_431443_262136	S231
WTCHG_431443_263124	S71
WTCHG_431443_264112	S335
WTCHG_431443_265195	FG41F
WTCHG_431443_266183	S354
WTCHG_431443_267171	FG33R
WTCHG_431443_268159	FG104
WTCHG_431443_269147	FG105
WTCHG_431443_270135	S255
WTCHG_431443_271123	S43
WTCHG_431443_272111	S41
WTCHG_431443_273194	S194
WTCHG_431443_274182	S235
WTCHG_431443_275170	S340
WTCHG_431443_276158	S269
WTCHG_431443_277146	S149
WTCHG_431443_278134	S212
WTCHG_431443_279122	S443
WTCHG_431443_280110	S435
WTCHG_431443_281193	S202
WTCHG_431443_282181	S70
WTCHG_431443_283169	S404
WTCHG_431443_284157	FG4R
WTCHG_431443_285145	S304
WTCHG_431443_286133	S308
WTCHG_431443_287121	S495
WTCHG_431443_288109	FG16R
WTCHG_431443_289192	FG44F
WTCHG_431443_290180	FG112M
WTCHG_431443_291168	S386
WTCHG_431443_292156	FG101F
WTCHG_431443_293144	S402
WTCHG_431443_294132	S3
WTCHG_431443_295120	S368
WTCHG_431443_296108	S462
WTCHG_431444_201191	S75
WTCHG_431444_202179	S216
WTCHG_431444_203167	S16
WTCHG_431444_204155	S464
WTCHG_431444_205143	S467
WTCHG_431444_206131	S148
WTCHG_431444_207119	S428
WTCHG_431444_208107	S69
WTCHG_431444_209190	S139
WTCHG_431444_210178	S9
WTCHG_431444_211166	S352
WTCHG_431444_212154	S100
WTCHG_431444_213142	S377
WTCHG_431444_214130	S99
WTCHG_431444_215118	S175
WTCHG_431444_216106	FG2R
WTCHG_431444_217189	S246
WTCHG_431444_218177	FG144
WTCHG_431444_219165	FG85M
WTCHG_431444_220153	S206
WTCHG_431444_221141	FG124
WTCHG_431444_222129	S8
WTCHG_431444_223117	FG113
WTCHG_431444_224105	S445
WTCHG_431444_225188	S369
WTCHG_431444_226176	S46
WTCHG_431444_227164	S378
WTCHG_431444_228152	S309
WTCHG_431444_229140	FG111
WTCHG_431444_230128	FG149M
WTCHG_431444_231116	S483
WTCHG_431444_232104	S133
WTCHG_431444_233187	S426
WTCHG_431444_234175	S218
WTCHG_431444_235163	S74
WTCHG_431444_236151	S207
WTCHG_431444_237139	FG143
WTCHG_431444_238127	S198
WTCHG_431444_239115	S56
WTCHG_431444_240103	FG87
WTCHG_431444_241186	S427
WTCHG_431444_242174	S45
WTCHG_431444_243162	FG84M
WTCHG_431444_244150	FG26M
WTCHG_431444_245138	S44
WTCHG_431444_246126	S385
WTCHG_431444_247114	FG117
WTCHG_431444_248102	S266
WTCHG_431444_249185	S359
WTCHG_431444_250173	S273
WTCHG_431444_251161	S409
WTCHG_431444_257196	S366
WTCHG_431444_258184	S215
WTCHG_431444_259172	S268
WTCHG_431444_260160	S89
WTCHG_431444_261148	FG62F
WTCHG_431444_262136	S231
WTCHG_431444_263124	S71
WTCHG_431444_264112	S335
WTCHG_431444_265195	FG41F
WTCHG_431444_266183	S354
WTCHG_431444_267171	FG33R
WTCHG_431444_268159	FG104
WTCHG_431444_269147	FG105
WTCHG_431444_270135	S255
WTCHG_431444_271123	S43
WTCHG_431444_272111	S41
WTCHG_431444_273194	S194
WTCHG_431444_274182	S235
WTCHG_431444_275170	S340
WTCHG_431444_276158	S269
WTCHG_431444_277146	S149
WTCHG_431444_278134	S212
WTCHG_431444_279122	S443
WTCHG_431444_280110	S435
WTCHG_431444_281193	S202
WTCHG_431444_282181	S70
WTCHG_431444_283169	S404
WTCHG_431444_284157	FG4R
WTCHG_431444_285145	S304
WTCHG_431444_286133	S308
WTCHG_431444_287121	S495
WTCHG_431444_288109	FG16R
WTCHG_431444_289192	FG44F
WTCHG_431444_290180	FG112M
WTCHG_431444_291168	S386
WTCHG_431444_292156	FG101F
WTCHG_431444_293144	S402
WTCHG_431444_294132	S3
WTCHG_431444_295120	S368
WTCHG_431444_296108	S462
WTCHG_430837_201191	S75
WTCHG_430837_202179	S216
WTCHG_430837_203167	S16
WTCHG_430837_204155	S464
WTCHG_430837_205143	S467
WTCHG_430837_206131	S148
WTCHG_430837_207119	S428
WTCHG_430837_208107	S69
WTCHG_430837_209190	S139
WTCHG_430837_210178	S9
WTCHG_430837_211166	S352
WTCHG_430837_212154	S100
WTCHG_430837_213142	S377
WTCHG_430837_214130	S99
WTCHG_430837_215118	S175
WTCHG_430837_216106	FG2R
WTCHG_430837_217189	S246
WTCHG_430837_218177	FG144
WTCHG_430837_219165	FG85M
WTCHG_430837_220153	S206
WTCHG_430837_221141	FG124
WTCHG_430837_222129	S8
WTCHG_430837_223117	FG113
WTCHG_430837_224105	S445
WTCHG_430837_225188	S369
WTCHG_430837_226176	S46
WTCHG_430837_227164	S378
WTCHG_430837_228152	S309
WTCHG_430837_229140	FG111
WTCHG_430837_230128	FG149M
WTCHG_430837_231116	S483
WTCHG_430837_232104	S133
WTCHG_430837_233187	S426
WTCHG_430837_234175	S218
WTCHG_430837_235163	S74
WTCHG_430837_236151	S207
WTCHG_430837_237139	FG143
WTCHG_430837_238127	S198
WTCHG_430837_239115	S56
WTCHG_430837_240103	FG87
WTCHG_430837_241186	S427
WTCHG_430837_242174	S45
WTCHG_430837_243162	FG84M
WTCHG_430837_244150	FG26M
WTCHG_430837_245138	S44
WTCHG_430837_246126	S385
WTCHG_430837_247114	FG117
WTCHG_430837_248102	S266
WTCHG_430837_249185	S359
WTCHG_430837_250173	S273
WTCHG_430837_251161	S409
WTCHG_430837_257196	S366
WTCHG_430837_258184	S215
WTCHG_430837_259172	S268
WTCHG_430837_260160	S89
WTCHG_430837_261148	FG62F
WTCHG_430837_262136	S231
WTCHG_430837_263124	S71
WTCHG_430837_264112	S335
WTCHG_430837_265195	FG41F
WTCHG_430837_266183	S354
WTCHG_430837_267171	FG33R
WTCHG_430837_268159	FG104
WTCHG_430837_269147	FG105
WTCHG_430837_270135	S255
WTCHG_430837_271123	S43
WTCHG_430837_272111	S41
WTCHG_430837_273194	S194
WTCHG_430837_274182	S235
WTCHG_430837_275170	S340
WTCHG_430837_276158	S269
WTCHG_430837_277146	S149
WTCHG_430837_278134	S212
WTCHG_430837_279122	S443
WTCHG_430837_280110	S435
WTCHG_430837_281193	S202
WTCHG_430837_282181	S70
WTCHG_430837_283169	S404
WTCHG_430837_284157	FG4R
WTCHG_430837_285145	S304
WTCHG_430837_286133	S308
WTCHG_430837_287121	S495
WTCHG_430837_288109	FG16R
WTCHG_430837_289192	FG44F
WTCHG_430837_290180	FG112M
WTCHG_430837_291168	S386
WTCHG_430837_292156	FG101F
WTCHG_430837_293144	S402
WTCHG_430837_294132	S3
WTCHG_430837_295120	S368
WTCHG_430837_296108	S462
WTCHG_430838_201191	S75
WTCHG_430838_202179	S216
WTCHG_430838_203167	S16
WTCHG_430838_204155	S464
WTCHG_430838_205143	S467
WTCHG_430838_206131	S148
WTCHG_430838_207119	S428
WTCHG_430838_208107	S69
WTCHG_430838_209190	S139
WTCHG_430838_210178	S9
WTCHG_430838_211166	S352
WTCHG_430838_212154	S100
WTCHG_430838_213142	S377
WTCHG_430838_214130	S99
WTCHG_430838_215118	S175
WTCHG_430838_216106	FG2R
WTCHG_430838_217189	S246
WTCHG_430838_218177	FG144
WTCHG_430838_219165	FG85M
WTCHG_430838_220153	S206
WTCHG_430838_221141	FG124
WTCHG_430838_222129	S8
WTCHG_430838_223117	FG113
WTCHG_430838_224105	S445
WTCHG_430838_225188	S369
WTCHG_430838_226176	S46
WTCHG_430838_227164	S378
WTCHG_430838_228152	S309
WTCHG_430838_229140	FG111
WTCHG_430838_230128	FG149M
WTCHG_430838_231116	S483
WTCHG_430838_232104	S133
WTCHG_430838_233187	S426
WTCHG_430838_234175	S218
WTCHG_430838_235163	S74
WTCHG_430838_236151	S207
WTCHG_430838_237139	FG143
WTCHG_430838_238127	S198
WTCHG_430838_239115	S56
WTCHG_430838_240103	FG87
WTCHG_430838_241186	S427
WTCHG_430838_242174	S45
WTCHG_430838_243162	FG84M
WTCHG_430838_244150	FG26M
WTCHG_430838_245138	S44
WTCHG_430838_246126	S385
WTCHG_430838_247114	FG117
WTCHG_430838_248102	S266
WTCHG_430838_249185	S359
WTCHG_430838_250173	S273
WTCHG_430838_251161	S409
WTCHG_430838_257196	S366
WTCHG_430838_258184	S215
WTCHG_430838_259172	S268
WTCHG_430838_260160	S89
WTCHG_430838_261148	FG62F
WTCHG_430838_262136	S231
WTCHG_430838_263124	S71
WTCHG_430838_264112	S335
WTCHG_430838_265195	FG41F
WTCHG_430838_266183	S354
WTCHG_430838_267171	FG33R
WTCHG_430838_268159	FG104
WTCHG_430838_269147	FG105
WTCHG_430838_270135	S255
WTCHG_430838_271123	S43
WTCHG_430838_272111	S41
WTCHG_430838_273194	S194
WTCHG_430838_274182	S235
WTCHG_430838_275170	S340
WTCHG_430838_276158	S269
WTCHG_430838_277146	S149
WTCHG_430838_278134	S212
WTCHG_430838_279122	S443
WTCHG_430838_280110	S435
WTCHG_430838_281193	S202
WTCHG_430838_282181	S70
WTCHG_430838_283169	S404
WTCHG_430838_284157	FG4R
WTCHG_430838_285145	S304
WTCHG_430838_286133	S308
WTCHG_430838_287121	S495
WTCHG_430838_288109	FG16R
WTCHG_430838_289192	FG44F
WTCHG_430838_290180	FG112M
WTCHG_430838_291168	S386
WTCHG_430838_292156	FG101F
WTCHG_430838_293144	S402
WTCHG_430838_294132	S3
WTCHG_430838_295120	S368
WTCHG_430838_296108	S462
WTCHG_430839_201191	S75
WTCHG_430839_202179	S216
WTCHG_430839_203167	S16
WTCHG_430839_204155	S464
WTCHG_430839_205143	S467
WTCHG_430839_206131	S148
WTCHG_430839_207119	S428
WTCHG_430839_208107	S69
WTCHG_430839_209190	S139
WTCHG_430839_210178	S9
WTCHG_430839_211166	S352
WTCHG_430839_212154	S100
WTCHG_430839_213142	S377
WTCHG_430839_214130	S99
WTCHG_430839_215118	S175
WTCHG_430839_216106	FG2R
WTCHG_430839_217189	S246
WTCHG_430839_218177	FG144
WTCHG_430839_219165	FG85M
WTCHG_430839_220153	S206
WTCHG_430839_221141	FG124
WTCHG_430839_222129	S8
WTCHG_430839_223117	FG113
WTCHG_430839_224105	S445
WTCHG_430839_225188	S369
WTCHG_430839_226176	S46
WTCHG_430839_227164	S378
WTCHG_430839_228152	S309
WTCHG_430839_229140	FG111
WTCHG_430839_230128	FG149M
WTCHG_430839_231116	S483
WTCHG_430839_232104	S133
WTCHG_430839_233187	S426
WTCHG_430839_234175	S218
WTCHG_430839_235163	S74
WTCHG_430839_236151	S207
WTCHG_430839_237139	FG143
WTCHG_430839_238127	S198
WTCHG_430839_239115	S56
WTCHG_430839_240103	FG87
WTCHG_430839_241186	S427
WTCHG_430839_242174	S45
WTCHG_430839_243162	FG84M
WTCHG_430839_244150	FG26M
WTCHG_430839_245138	S44
WTCHG_430839_246126	S385
WTCHG_430839_247114	FG117
WTCHG_430839_248102	S266
WTCHG_430839_249185	S359
WTCHG_430839_250173	S273
WTCHG_430839_251161	S409
WTCHG_430839_257196	S366
WTCHG_430839_258184	S215
WTCHG_430839_259172	S268
WTCHG_430839_260160	S89
WTCHG_430839_261148	FG62F
WTCHG_430839_262136	S231
WTCHG_430839_263124	S71
WTCHG_430839_264112	S335
WTCHG_430839_265195	FG41F
WTCHG_430839_266183	S354
WTCHG_430839_267171	FG33R
WTCHG_430839_268159	FG104
WTCHG_430839_269147	FG105
WTCHG_430839_270135	S255
WTCHG_430839_271123	S43
WTCHG_430839_272111	S41
WTCHG_430839_273194	S194
WTCHG_430839_274182	S235
WTCHG_430839_275170	S340
WTCHG_430839_276158	S269
WTCHG_430839_277146	S149
WTCHG_430839_278134	S212
WTCHG_430839_279122	S443
WTCHG_430839_280110	S435
WTCHG_430839_281193	S202
WTCHG_430839_282181	S70
WTCHG_430839_283169	S404
WTCHG_430839_284157	FG4R
WTCHG_430839_285145	S304
WTCHG_430839_286133	S308
WTCHG_430839_287121	S495
WTCHG_430839_288109	FG16R
WTCHG_430839_289192	FG44F
WTCHG_430839_290180	FG112M
WTCHG_430839_291168	S386
WTCHG_430839_292156	FG101F
WTCHG_430839_293144	S402
WTCHG_430839_294132	S3
WTCHG_430839_295120	S368
WTCHG_430839_296108	S462
WTCHG_430840_201191	S75
WTCHG_430840_202179	S216
WTCHG_430840_203167	S16
WTCHG_430840_204155	S464
WTCHG_430840_205143	S467
WTCHG_430840_206131	S148
WTCHG_430840_207119	S428
WTCHG_430840_208107	S69
WTCHG_430840_209190	S139
WTCHG_430840_210178	S9
WTCHG_430840_211166	S352
WTCHG_430840_212154	S100
WTCHG_430840_213142	S377
WTCHG_430840_214130	S99
WTCHG_430840_215118	S175
WTCHG_430840_216106	FG2R
WTCHG_430840_217189	S246
WTCHG_430840_218177	FG144
WTCHG_430840_219165	FG85M
WTCHG_430840_220153	S206
WTCHG_430840_221141	FG124
WTCHG_430840_222129	S8
WTCHG_430840_223117	FG113
WTCHG_430840_224105	S445
WTCHG_430840_225188	S369
WTCHG_430840_226176	S46
WTCHG_430840_227164	S378
WTCHG_430840_228152	S309
WTCHG_430840_229140	FG111
WTCHG_430840_230128	FG149M
WTCHG_430840_231116	S483
WTCHG_430840_232104	S133
WTCHG_430840_233187	S426
WTCHG_430840_234175	S218
WTCHG_430840_235163	S74
WTCHG_430840_236151	S207
WTCHG_430840_237139	FG143
WTCHG_430840_238127	S198
WTCHG_430840_239115	S56
WTCHG_430840_240103	FG87
WTCHG_430840_241186	S427
WTCHG_430840_242174	S45
WTCHG_430840_243162	FG84M
WTCHG_430840_244150	FG26M
WTCHG_430840_245138	S44
WTCHG_430840_246126	S385
WTCHG_430840_247114	FG117
WTCHG_430840_248102	S266
WTCHG_430840_249185	S359
WTCHG_430840_250173	S273
WTCHG_430840_251161	S409
WTCHG_430840_257196	S366
WTCHG_430840_258184	S215
WTCHG_430840_259172	S268
WTCHG_430840_260160	S89
WTCHG_430840_261148	FG62F
WTCHG_430840_262136	S231
WTCHG_430840_263124	S71
WTCHG_430840_264112	S335
WTCHG_430840_265195	FG41F
WTCHG_430840_266183	S354
WTCHG_430840_267171	FG33R
WTCHG_430840_268159	FG104
WTCHG_430840_269147	FG105
WTCHG_430840_270135	S255
WTCHG_430840_271123	S43
WTCHG_430840_272111	S41
WTCHG_430840_273194	S194
WTCHG_430840_274182	S235
WTCHG_430840_275170	S340
WTCHG_430840_276158	S269
WTCHG_430840_277146	S149
WTCHG_430840_278134	S212
WTCHG_430840_279122	S443
WTCHG_430840_280110	S435
WTCHG_430840_281193	S202
WTCHG_430840_282181	S70
WTCHG_430840_283169	S404
WTCHG_430840_284157	FG4R
WTCHG_430840_285145	S304
WTCHG_430840_286133	S308
WTCHG_430840_287121	S495
WTCHG_430840_288109	FG16R
WTCHG_430840_289192	FG44F
WTCHG_430840_290180	FG112M
WTCHG_430840_291168	S386
WTCHG_430840_292156	FG101F
WTCHG_430840_293144	S402
WTCHG_430840_294132	S3
WTCHG_430840_295120	S368
WTCHG_430840_296108	S462
WTCHG_443156_201106	S145
WTCHG_443156_203130	S400
WTCHG_443156_204142	FG21R
WTCHG_443156_205154	S240
WTCHG_443156_206166	S333
WTCHG_443156_207178	S117
WTCHG_443156_208190	S403
WTCHG_443156_209107	S387
WTCHG_443156_210119	FG129
WTCHG_443156_211131	FG143M
WTCHG_443156_212143	S64
WTCHG_443156_213155	S227
WTCHG_443156_214167	S195
WTCHG_443156_215179	S114
WTCHG_443156_216191	S453
WTCHG_443156_217108	FG104M
WTCHG_443156_218120	S166
WTCHG_443156_219132	S438
WTCHG_443156_220144	S456
WTCHG_443156_221156	S259
WTCHG_443156_222168	S244
WTCHG_443156_223180	S176
WTCHG_443156_224192	S355
WTCHG_443156_225109	S31
WTCHG_443156_226121	FG23M
WTCHG_443156_227133	S490
WTCHG_443156_228145	S280
WTCHG_443156_229157	S301
WTCHG_443156_230169	S36
WTCHG_443156_231181	S54
WTCHG_443156_232193	S33
WTCHG_443156_233110	S49
WTCHG_443156_234122	S73
WTCHG_443156_235134	S172
WTCHG_443156_236146	S494
WTCHG_443156_237158	S95
WTCHG_443156_238170	S316
WTCHG_443156_239182	S165
WTCHG_443156_240194	S284
WTCHG_443156_241111	S77
WTCHG_443156_242123	S364
WTCHG_443156_243135	S451
WTCHG_443156_244147	S111
WTCHG_443156_245159	S80
WTCHG_443156_246171	S214
WTCHG_443156_247183	FG92
WTCHG_443156_248195	FG84
WTCHG_443156_249112	S383
WTCHG_443156_250124	S390
WTCHG_443156_251136	FG148F
WTCHG_443156_252148	FG148M
WTCHG_443156_257101	S19
WTCHG_443156_259125	S143
WTCHG_443156_261149	FG116
WTCHG_443156_262161	FG83F
WTCHG_443156_263173	S184
WTCHG_443156_264185	S372
WTCHG_443156_265102	FG26R
WTCHG_443156_266114	S129
WTCHG_443156_267126	S481
WTCHG_443156_268138	FG78M
WTCHG_443156_269150	FG119M
WTCHG_443156_270162	S105
WTCHG_443156_271174	S199
WTCHG_443156_272186	S382
WTCHG_443156_273103	FG95
WTCHG_443156_274115	FG145
WTCHG_443156_275127	S20
WTCHG_443156_276139	S337
WTCHG_443156_277151	S408
WTCHG_443156_278163	S197
WTCHG_443156_279175	S441
WTCHG_443156_280187	S210
WTCHG_443156_281104	S457
WTCHG_443156_282116	S380
WTCHG_443156_283128	FG108M
WTCHG_443156_284140	S157
WTCHG_443156_285152	S60
WTCHG_443156_286164	S25
WTCHG_443156_287176	S262
WTCHG_443156_288188	S415
WTCHG_443156_289105	S193
WTCHG_443156_290117	S418
WTCHG_443156_291129	S236
WTCHG_443156_292141	S425
WTCHG_443156_293153	S270
WTCHG_443156_294165	FG113F
WTCHG_443156_295177	S324
WTCHG_443156_296189	FG82
WTCHG_443157_201106	S145
WTCHG_443157_203130	S400
WTCHG_443157_204142	FG21R
WTCHG_443157_205154	S240
WTCHG_443157_206166	S333
WTCHG_443157_207178	S117
WTCHG_443157_208190	S403
WTCHG_443157_209107	S387
WTCHG_443157_210119	FG129
WTCHG_443157_211131	FG143M
WTCHG_443157_212143	S64
WTCHG_443157_213155	S227
WTCHG_443157_214167	S195
WTCHG_443157_215179	S114
WTCHG_443157_216191	S453
WTCHG_443157_217108	FG104M
WTCHG_443157_218120	S166
WTCHG_443157_219132	S438
WTCHG_443157_220144	S456
WTCHG_443157_221156	S259
WTCHG_443157_222168	S244
WTCHG_443157_223180	S176
WTCHG_443157_224192	S355
WTCHG_443157_225109	S31
WTCHG_443157_226121	FG23M
WTCHG_443157_227133	S490
WTCHG_443157_228145	S280
WTCHG_443157_229157	S301
WTCHG_443157_230169	S36
WTCHG_443157_231181	S54
WTCHG_443157_232193	S33
WTCHG_443157_233110	S49
WTCHG_443157_234122	S73
WTCHG_443157_235134	S172
WTCHG_443157_236146	S494
WTCHG_443157_237158	S95
WTCHG_443157_238170	S316
WTCHG_443157_239182	S165
WTCHG_443157_240194	S284
WTCHG_443157_241111	S77
WTCHG_443157_242123	S364
WTCHG_443157_243135	S451
WTCHG_443157_244147	S111
WTCHG_443157_245159	S80
WTCHG_443157_246171	S214
WTCHG_443157_247183	FG92
WTCHG_443157_248195	FG84
WTCHG_443157_249112	S383
WTCHG_443157_250124	S390
WTCHG_443157_251136	FG148F
WTCHG_443157_252148	FG148M
WTCHG_443157_257101	S19
WTCHG_443157_259125	S143
WTCHG_443157_261149	FG116
WTCHG_443157_262161	FG83F
WTCHG_443157_263173	S184
WTCHG_443157_264185	S372
WTCHG_443157_265102	FG26R
WTCHG_443157_266114	S129
WTCHG_443157_267126	S481
WTCHG_443157_268138	FG78M
WTCHG_443157_269150	FG119M
WTCHG_443157_270162	S105
WTCHG_443157_271174	S199
WTCHG_443157_272186	S382
WTCHG_443157_273103	FG95
WTCHG_443157_274115	FG145
WTCHG_443157_275127	S20
