FileName	Sample Name
WTCHG_440317_251136	FG148F
WTCHG_440317_252148	FG148M
WTCHG_440317_257101	S19
WTCHG_440317_259125	S143
WTCHG_440317_261149	FG116
WTCHG_440317_262161	FG83F
WTCHG_440317_263173	S184
WTCHG_440317_264185	S372
WTCHG_440317_265102	FG26R
WTCHG_440317_266114	S129
WTCHG_440317_267126	S481
WTCHG_440317_268138	FG78M
WTCHG_440317_269150	FG119M
WTCHG_440317_270162	S105
WTCHG_440317_271174	S199
WTCHG_440317_272186	S382
WTCHG_440317_273103	FG95
WTCHG_440317_274115	FG145
WTCHG_440317_275127	S20
WTCHG_440317_276139	S337
WTCHG_440317_277151	S408
WTCHG_440317_278163	S197
WTCHG_440317_279175	S441
WTCHG_440317_280187	S210
WTCHG_440317_281104	S457
WTCHG_440317_282116	S380
WTCHG_440317_283128	FG108M
WTCHG_440317_284140	S157
WTCHG_440317_285152	S60
WTCHG_440317_286164	S25
WTCHG_440317_287176	S262
WTCHG_440317_288188	S415
WTCHG_440317_289105	S193
WTCHG_440317_290117	S418
WTCHG_440317_291129	S236
WTCHG_440317_292141	S425
WTCHG_440317_293153	S270
WTCHG_440317_294165	FG113F
WTCHG_440317_295177	S324
WTCHG_440317_296189	FG82
WTCHG_440318_201106	S250
WTCHG_440318_203130	S245
WTCHG_440318_204142	S264
WTCHG_440318_205154	S119
WTCHG_440318_206166	S331
WTCHG_440318_207178	S417
WTCHG_440318_208190	FG107F
WTCHG_440318_209107	S473
WTCHG_440318_210119	S480
WTCHG_440318_211131	S6
WTCHG_440318_212143	S474
WTCHG_440318_213155	S102
WTCHG_440318_214167	S395
WTCHG_440318_215179	S168
WTCHG_440318_216191	S416
WTCHG_440318_217108	S247
WTCHG_440318_218120	S66
WTCHG_440318_219132	FG143F
WTCHG_440318_220144	FG140
WTCHG_440318_221156	S339
WTCHG_440318_222168	FG21F
WTCHG_440318_224192	S297
WTCHG_440318_225109	S346
WTCHG_440318_226121	S233
WTCHG_440318_227133	S488
WTCHG_440318_228145	S279
WTCHG_440318_229157	S179
WTCHG_440318_230169	S254
WTCHG_440318_231181	S13
WTCHG_440318_232193	FG131
WTCHG_440318_233110	S394
WTCHG_440318_234122	S219
WTCHG_440318_235134	S471
WTCHG_440318_236146	S371
WTCHG_440318_237158	S58
WTCHG_440318_238170	S205
WTCHG_440318_239182	FG151
WTCHG_440318_240194	S305
WTCHG_440318_241111	S101
WTCHG_440318_242123	FG121
WTCHG_440318_243135	S253
WTCHG_440318_244147	S136
WTCHG_440318_245159	S238
WTCHG_440318_246171	S178
WTCHG_440318_247183	S108
WTCHG_440318_248195	S173
WTCHG_440318_249112	S412
WTCHG_440318_250124	S293
WTCHG_440318_251136	FG41M
WTCHG_440318_252148	S429
WTCHG_440318_253160	FG46R
WTCHG_440318_254172	S112
WTCHG_440318_257101	S228
WTCHG_440318_258113	S191
WTCHG_440318_259125	S92
WTCHG_440318_260137	S434
WTCHG_440318_261149	FG84M
WTCHG_440318_262161	FG95F
WTCHG_440318_263173	S436
WTCHG_440318_264185	S72
WTCHG_440318_265102	S500
WTCHG_440318_266114	FG31R
WTCHG_440318_267126	S167
WTCHG_440318_268138	S459
WTCHG_440318_269150	S399
WTCHG_440318_270162	FG74R
WTCHG_440318_271174	S332
WTCHG_440318_272186	S251
WTCHG_440318_273103	S313
WTCHG_440318_274115	FG116M
WTCHG_440318_275127	S131
WTCHG_440318_276139	S499
WTCHG_440318_277151	S265
WTCHG_440318_278163	S15
WTCHG_440318_279175	FG116F
WTCHG_440318_280187	FG23R
WTCHG_440318_281104	S345
WTCHG_440318_282116	FG156F
WTCHG_440318_283128	FG85
WTCHG_440318_284140	S103
WTCHG_440318_285152	S376
WTCHG_440318_286164	FG27R
WTCHG_440318_287176	S230
WTCHG_440318_289105	S39
WTCHG_440318_290117	FG99
WTCHG_440318_291129	S76
WTCHG_440318_292141	S296
WTCHG_440318_293153	S485
WTCHG_440318_294165	S497
WTCHG_440318_295177	S502
WTCHG_440318_296189	S320
WTCHG_440319_201106	S243
WTCHG_440319_201191	S97
WTCHG_440319_202118	S302
WTCHG_440319_203130	S132
WTCHG_440319_204142	S40
WTCHG_440319_205154	S171
WTCHG_440319_207119	S174
WTCHG_440319_208107	S196
WTCHG_440319_209190	S358
WTCHG_440319_210178	FG124F
WTCHG_440319_213142	S448
WTCHG_440319_214130	S224
WTCHG_440319_216106	FG150M
WTCHG_440319_217189	S203
WTCHG_440319_218177	S90
WTCHG_440319_223117	S465
WTCHG_440319_226176	S290
WTCHG_440319_230128	S422
WTCHG_440319_235163	S88
WTCHG_440319_240103	S181
WTCHG_440319_242174	S11
WTCHG_440319_249185	S125
WTCHG_440319_250173	S384
WTCHG_440319_257101	S164
WTCHG_440319_257196	S161
WTCHG_440319_258113	S306
WTCHG_440319_258184	S274
WTCHG_440319_259125	S84
WTCHG_440319_259172	FG44M
WTCHG_440319_260137	S38
WTCHG_440319_260160	S363
WTCHG_440319_261148	S34
WTCHG_440319_261149	S439
WTCHG_440319_262136	S208
WTCHG_440319_263173	S229
WTCHG_440319_264112	S287
WTCHG_440319_264185	S322
WTCHG_440319_265102	S295
WTCHG_440319_265195	S413
WTCHG_440319_266114	FG74F
WTCHG_440319_266183	S59
WTCHG_440319_267126	S328
WTCHG_440319_267171	S113
WTCHG_440319_268159	FG88
WTCHG_440319_269150	S258
WTCHG_440319_270135	S55
WTCHG_440319_270162	FG138
WTCHG_440319_271123	FG125F
WTCHG_440319_271174	S381
WTCHG_440319_273103	S281
WTCHG_440319_273194	S303
WTCHG_440319_274115	S12
WTCHG_440319_274182	S110
WTCHG_440319_275127	S86
WTCHG_440319_275170	FG124M
WTCHG_440319_276139	FG81F
WTCHG_440319_277151	S30
WTCHG_440319_278163	S336
WTCHG_440319_279122	FG156
WTCHG_440319_279175	S398
WTCHG_440319_280110	S94
WTCHG_440319_280187	FG130M
WTCHG_440319_281104	S52
WTCHG_440319_281193	FG136
WTCHG_440319_282116	S272
WTCHG_440319_282181	S225
WTCHG_440319_283128	S37
WTCHG_440319_283169	S120
WTCHG_440319_284140	S421
WTCHG_440319_285152	S61
WTCHG_440319_286164	S137
WTCHG_440319_287176	S486
WTCHG_440319_288109	S430
WTCHG_440319_288188	S130
WTCHG_440319_289105	S414
WTCHG_440319_289192	S498
WTCHG_440319_290117	S291
WTCHG_440319_290180	S278
WTCHG_440319_291168	S51
WTCHG_440319_292141	FG101
WTCHG_440319_293153	S317
WTCHG_440319_294165	FG39R
WTCHG_440319_295120	S115
WTCHG_440319_295177	FG156M
WTCHG_424557_201106	S145
WTCHG_424557_202118	FG135F
WTCHG_424557_203130	S400
WTCHG_424557_204142	FG21R
WTCHG_424557_205154	S240
WTCHG_424557_206166	S333
WTCHG_424557_207178	S117
WTCHG_424557_208190	S403
WTCHG_424557_209107	S387
WTCHG_424557_210119	FG129
WTCHG_424557_211131	FG143M
WTCHG_424557_212143	S64
WTCHG_424557_213155	S227
WTCHG_424557_214167	S195
WTCHG_424557_215179	S114
WTCHG_424557_216191	S453
WTCHG_424557_217108	FG104M
WTCHG_424557_218120	S166
WTCHG_424557_219132	S438
WTCHG_424557_220144	S456
WTCHG_424557_221156	S259
WTCHG_424557_222168	S244
WTCHG_424557_223180	S176
WTCHG_424557_224192	S355
WTCHG_424557_225109	S31
WTCHG_424557_226121	FG23M
WTCHG_424557_227133	S490
WTCHG_424557_228145	S280
WTCHG_424557_229157	S301
WTCHG_424557_230169	S36
WTCHG_424557_231181	S54
WTCHG_424557_232193	S33
WTCHG_424557_233110	S49
WTCHG_424557_234122	S73
WTCHG_424557_235134	S172
WTCHG_424557_236146	S494
WTCHG_424557_237158	S95
WTCHG_424557_238170	S316
WTCHG_424557_239182	S165
WTCHG_424557_240194	S284
WTCHG_424557_241111	S77
WTCHG_424557_242123	S364
WTCHG_424557_243135	S451
WTCHG_424557_244147	S111
WTCHG_424557_245159	S80
WTCHG_424557_246171	S214
WTCHG_424557_247183	FG92
WTCHG_424557_248195	FG84
WTCHG_424557_249112	S383
WTCHG_424557_250124	S390
WTCHG_424557_251136	FG148F
WTCHG_424557_252148	FG148M
WTCHG_424557_257101	S19
WTCHG_424557_258113	S431
WTCHG_424557_259125	S143
WTCHG_424557_260137	FG122F
WTCHG_424557_261149	FG116
WTCHG_424557_262161	FG83F
WTCHG_424557_263173	S184
WTCHG_424557_264185	S372
WTCHG_424557_265102	FG26R
WTCHG_424557_266114	S129
WTCHG_424557_267126	S481
WTCHG_424557_268138	FG78M
WTCHG_424557_269150	FG119M
WTCHG_424557_270162	S105
WTCHG_424557_271174	S199
WTCHG_424557_272186	S382
WTCHG_424557_273103	FG95
WTCHG_424557_274115	FG145
WTCHG_424557_275127	S20
WTCHG_424557_276139	S337
WTCHG_424557_277151	S408
WTCHG_424557_278163	S197
WTCHG_424557_279175	S441
WTCHG_424557_280187	S210
WTCHG_424557_281104	S457
WTCHG_424557_282116	S380
WTCHG_424557_283128	FG108M
WTCHG_424557_284140	S157
WTCHG_424557_285152	S60
WTCHG_424557_286164	S25
WTCHG_424557_287176	S262
WTCHG_424557_288188	S415
WTCHG_424557_289105	S193
WTCHG_424557_290117	S418
WTCHG_424557_291129	S236
WTCHG_424557_292141	S425
WTCHG_424557_293153	S270
WTCHG_424557_294165	FG113F
WTCHG_424557_295177	S324
WTCHG_424557_296189	FG82
WTCHG_424558_201191	S75
WTCHG_424558_202179	S216
WTCHG_424558_203167	S16
WTCHG_424558_204155	S464
WTCHG_424558_205143	S467
WTCHG_424558_206131	S148
WTCHG_424558_207119	S428
WTCHG_424558_208107	S69
WTCHG_424558_209190	S139
WTCHG_424558_210178	S9
WTCHG_424558_211166	S352
WTCHG_424558_212154	S100
WTCHG_424558_213142	S377
WTCHG_424558_214130	S99
WTCHG_424558_215118	S175
WTCHG_424558_216106	FG2R
WTCHG_424558_217189	S246
WTCHG_424558_218177	FG144
WTCHG_424558_219165	FG85M
WTCHG_424558_220153	S206
WTCHG_424558_221141	FG124
WTCHG_424558_222129	S8
WTCHG_424558_223117	FG113
WTCHG_424558_224105	S445
WTCHG_424558_225188	S369
WTCHG_424558_226176	S46
WTCHG_424558_227164	S378
WTCHG_424558_228152	S309
WTCHG_424558_229140	FG111
WTCHG_424558_230128	FG149M
WTCHG_424558_231116	S483
WTCHG_424558_232104	S133
WTCHG_424558_233187	S426
WTCHG_424558_234175	S218
WTCHG_424558_235163	S74
WTCHG_424558_236151	S207
WTCHG_424558_237139	FG143
WTCHG_424558_238127	S198
WTCHG_424558_239115	S56
WTCHG_424558_240103	FG87
WTCHG_424558_241186	S427
WTCHG_424558_242174	S45
WTCHG_424558_243162	FG84M
WTCHG_424558_244150	FG26M
WTCHG_424558_245138	S44
WTCHG_424558_246126	S385
WTCHG_424558_247114	FG117
WTCHG_424558_248102	S266
WTCHG_424558_249185	S359
WTCHG_424558_250173	S273
WTCHG_424558_251161	S409
WTCHG_424558_257196	S366
WTCHG_424558_258184	S215
WTCHG_424558_259172	S268
WTCHG_424558_260160	S89
WTCHG_424558_261148	FG62F
WTCHG_424558_262136	S231
WTCHG_424558_263124	S71
WTCHG_424558_264112	S335
WTCHG_424558_265195	FG41F
WTCHG_424558_266183	S354
WTCHG_424558_267171	FG33R
WTCHG_424558_268159	FG104
WTCHG_424558_269147	FG105
WTCHG_424558_270135	S255
WTCHG_424558_271123	S43
WTCHG_424558_272111	S41
WTCHG_424558_273194	S194
WTCHG_424558_274182	S235
WTCHG_424558_275170	S340
WTCHG_424558_276158	S269
WTCHG_424558_277146	S149
WTCHG_424558_278134	S212
WTCHG_424558_279122	S443
WTCHG_424558_280110	S435
WTCHG_424558_281193	S202
WTCHG_424558_282181	S70
WTCHG_424558_283169	S404
WTCHG_424558_284157	FG4R
WTCHG_424558_285145	S304
WTCHG_424558_286133	S308
WTCHG_424558_287121	S495
WTCHG_424558_288109	FG16R
WTCHG_424558_289192	FG44F
WTCHG_424558_290180	FG112M
WTCHG_424558_291168	S386
WTCHG_424558_292156	FG101F
WTCHG_424558_293144	S402
WTCHG_424558_294132	S3
WTCHG_424558_295120	S368
WTCHG_424558_296108	S462
WTCHG_432186_201106	S145
WTCHG_432186_203130	S400
WTCHG_432186_204142	FG21R
WTCHG_432186_206166	S333
WTCHG_432186_207178	S117
WTCHG_432186_208190	S403
WTCHG_432186_209107	S387
WTCHG_432186_210119	FG129
WTCHG_432186_211131	FG143M
WTCHG_432186_212143	S64
WTCHG_432186_213155	S227
WTCHG_432186_214167	S195
WTCHG_432186_215179	S114
WTCHG_432186_216191	S453
WTCHG_432186_217108	FG104M
WTCHG_432186_218120	S166
WTCHG_432186_219132	S438
WTCHG_432186_220144	S456
WTCHG_432186_221156	S259
WTCHG_432186_222168	S244
WTCHG_432186_223180	S176
WTCHG_432186_224192	S355
WTCHG_432186_225109	S31
WTCHG_432186_226121	FG23M
WTCHG_432186_227133	S490
WTCHG_432186_228145	S280
WTCHG_432186_229157	S301
WTCHG_432186_230169	S36
WTCHG_432186_231181	S54
WTCHG_432186_232193	S33
WTCHG_432186_233110	S49
WTCHG_432186_234122	S73
WTCHG_432186_235134	S172
WTCHG_432186_236146	S494
WTCHG_432186_237158	S95
WTCHG_432186_238170	S316
WTCHG_432186_239182	S165
WTCHG_432186_241111	S77
WTCHG_432186_242123	S364
WTCHG_432186_243135	S451
WTCHG_432186_244147	S111
WTCHG_432186_245159	S80
WTCHG_432186_246171	S214
WTCHG_432186_247183	FG92
WTCHG_432186_248195	FG84
WTCHG_432186_249112	S383
WTCHG_432186_250124	S390
WTCHG_432186_251136	FG148F
WTCHG_432186_252148	FG148M
WTCHG_432186_257101	S19
WTCHG_432186_259125	S143
WTCHG_432186_261149	FG116
WTCHG_432186_262161	FG83F
WTCHG_432186_263173	S184
WTCHG_432186_264185	S372
WTCHG_432186_265102	FG26R
WTCHG_432186_266114	S129
WTCHG_432186_267126	S481
WTCHG_432186_268138	FG78M
WTCHG_432186_269150	FG119M
WTCHG_432186_270162	S105
WTCHG_432186_271174	S199
WTCHG_432186_272186	S382
WTCHG_432186_273103	FG95
WTCHG_432186_274115	FG145
WTCHG_432186_275127	S20
WTCHG_432186_276139	S337
WTCHG_432186_277151	S408
WTCHG_432186_278163	S197
WTCHG_432186_279175	S441
WTCHG_432186_280187	S210
WTCHG_432186_281104	S457
WTCHG_432186_282116	S380
WTCHG_432186_283128	FG108M
WTCHG_432186_284140	S157
WTCHG_432186_285152	S60
WTCHG_432186_286164	S25
WTCHG_432186_287176	S262
WTCHG_432186_288188	S415
WTCHG_432186_289105	S193
WTCHG_432186_290117	S418
WTCHG_432186_291129	S236
WTCHG_432186_292141	S425
WTCHG_432186_293153	S270
WTCHG_432186_294165	FG113F
WTCHG_432186_295177	S324
WTCHG_432186_296189	FG82
WTCHG_442003_201106	S145
WTCHG_442003_203130	S400
WTCHG_442003_204142	FG21R
WTCHG_442003_205154	S240
WTCHG_442003_206166	S333
WTCHG_442003_207178	S117
WTCHG_442003_208190	S403
WTCHG_442003_209107	S387
WTCHG_442003_210119	FG129
WTCHG_442003_211131	FG143M
WTCHG_442003_212143	S64
WTCHG_442003_213155	S227
WTCHG_442003_214167	S195
WTCHG_442003_215179	S114
WTCHG_442003_216191	S453
WTCHG_442003_217108	FG104M
WTCHG_442003_218120	S166
WTCHG_442003_219132	S438
WTCHG_442003_220144	S456
WTCHG_442003_221156	S259
WTCHG_442003_222168	S244
WTCHG_442003_223180	S176
WTCHG_442003_224192	S355
WTCHG_442003_225109	S31
WTCHG_442003_226121	FG23M
WTCHG_442003_227133	S490
WTCHG_442003_228145	S280
WTCHG_442003_229157	S301
WTCHG_442003_230169	S36
WTCHG_442003_231181	S54
WTCHG_442003_232193	S33
WTCHG_442003_233110	S49
WTCHG_442003_234122	S73
WTCHG_442003_235134	S172
WTCHG_442003_236146	S494
WTCHG_442003_237158	S95
WTCHG_442003_238170	S316
WTCHG_442003_239182	S165
WTCHG_442003_240194	S284
WTCHG_442003_241111	S77
WTCHG_442003_242123	S364
WTCHG_442003_243135	S451
WTCHG_442003_244147	S111
WTCHG_442003_245159	S80
WTCHG_442003_246171	S214
WTCHG_442003_247183	FG92
WTCHG_442003_248195	FG84
WTCHG_442003_249112	S383
WTCHG_442003_250124	S390
WTCHG_442003_251136	FG148F
WTCHG_442003_252148	FG148M
WTCHG_442003_257101	S19
WTCHG_442003_259125	S143
WTCHG_442003_261149	FG116
WTCHG_442003_262161	FG83F
WTCHG_442003_263173	S184
WTCHG_442003_264185	S372
WTCHG_442003_265102	FG26R
WTCHG_442003_266114	S129
WTCHG_442003_267126	S481
WTCHG_442003_268138	FG78M
WTCHG_442003_269150	FG119M
WTCHG_442003_270162	S105
WTCHG_442003_271174	S199
WTCHG_442003_272186	S382
WTCHG_442003_273103	FG95
WTCHG_442003_274115	FG145
WTCHG_442003_275127	S20
WTCHG_442003_276139	S337
WTCHG_442003_277151	S408
WTCHG_442003_278163	S197
WTCHG_442003_279175	S441
WTCHG_442003_280187	S210
WTCHG_442003_281104	S457
WTCHG_442003_282116	S380
WTCHG_442003_283128	FG108M
WTCHG_442003_284140	S157
WTCHG_442003_285152	S60
WTCHG_442003_286164	S25
WTCHG_442003_287176	S262
WTCHG_442003_288188	S415
WTCHG_442003_289105	S193
WTCHG_442003_290117	S418
WTCHG_442003_291129	S236
WTCHG_442003_292141	S425
WTCHG_442003_293153	S270
WTCHG_442003_294165	FG113F
WTCHG_442003_295177	S324
WTCHG_442003_296189	FG82
WTCHG_442004_201106	S145
WTCHG_442004_203130	S400
WTCHG_442004_204142	FG21R
WTCHG_442004_205154	S240
WTCHG_442004_206166	S333
WTCHG_442004_207178	S117
WTCHG_442004_208190	S403
WTCHG_442004_209107	S387
WTCHG_442004_210119	FG129
WTCHG_442004_211131	FG143M
WTCHG_442004_212143	S64
WTCHG_442004_213155	S227
WTCHG_442004_214167	S195
WTCHG_442004_215179	S114
WTCHG_442004_216191	S453
WTCHG_442004_217108	FG104M
WTCHG_442004_218120	S166
WTCHG_442004_219132	S438
WTCHG_442004_220144	S456
WTCHG_442004_221156	S259
WTCHG_442004_222168	S244
WTCHG_442004_223180	S176
WTCHG_442004_224192	S355
WTCHG_442004_225109	S31
WTCHG_442004_226121	FG23M
WTCHG_442004_227133	S490
WTCHG_442004_228145	S280
WTCHG_442004_229157	S301
WTCHG_442004_230169	S36
WTCHG_442004_231181	S54
WTCHG_442004_232193	S33
WTCHG_442004_233110	S49
WTCHG_442004_234122	S73
WTCHG_442004_235134	S172
WTCHG_442004_236146	S494
WTCHG_442004_237158	S95
WTCHG_442004_238170	S316
WTCHG_442004_239182	S165
WTCHG_442004_240194	S284
WTCHG_442004_241111	S77
WTCHG_442004_242123	S364
WTCHG_442004_243135	S451
WTCHG_442004_244147	S111
WTCHG_442004_245159	S80
WTCHG_442004_246171	S214
WTCHG_442004_247183	FG92
WTCHG_442004_248195	FG84
WTCHG_442004_249112	S383
WTCHG_442004_250124	S390
WTCHG_442004_251136	FG148F
WTCHG_442004_252148	FG148M
WTCHG_442004_257101	S19
WTCHG_442004_259125	S143
WTCHG_442004_261149	FG116
WTCHG_442004_262161	FG83F
WTCHG_442004_263173	S184
WTCHG_442004_264185	S372
WTCHG_442004_265102	FG26R
WTCHG_442004_266114	S129
WTCHG_442004_267126	S481
WTCHG_442004_268138	FG78M
WTCHG_442004_269150	FG119M
WTCHG_442004_270162	S105
WTCHG_442004_271174	S199
WTCHG_442004_272186	S382
WTCHG_442004_273103	FG95
WTCHG_442004_274115	FG145
WTCHG_442004_275127	S20
WTCHG_442004_276139	S337
WTCHG_442004_277151	S408
WTCHG_442004_278163	S197
WTCHG_442004_279175	S441
WTCHG_442004_280187	S210
WTCHG_442004_281104	S457
WTCHG_442004_282116	S380
WTCHG_442004_283128	FG108M
WTCHG_442004_284140	S157
WTCHG_442004_285152	S60
WTCHG_442004_286164	S25
WTCHG_442004_287176	S262
WTCHG_442004_288188	S415
WTCHG_442004_289105	S193
WTCHG_442004_290117	S418
WTCHG_442004_291129	S236
WTCHG_442004_292141	S425
WTCHG_442004_293153	S270
WTCHG_442004_294165	FG113F
WTCHG_442004_295177	S324
WTCHG_442004_296189	FG82
WTCHG_442005_201106	S145
WTCHG_442005_203130	S400
WTCHG_442005_204142	FG21R
WTCHG_442005_205154	S240
WTCHG_442005_206166	S333
WTCHG_442005_207178	S117
WTCHG_442005_208190	S403
WTCHG_442005_209107	S387
WTCHG_442005_210119	FG129
WTCHG_442005_211131	FG143M
WTCHG_442005_212143	S64
WTCHG_442005_213155	S227
WTCHG_442005_214167	S195
WTCHG_442005_215179	S114
WTCHG_442005_216191	S453
WTCHG_442005_217108	FG104M
WTCHG_442005_218120	S166
WTCHG_442005_219132	S438
WTCHG_442005_220144	S456
WTCHG_442005_221156	S259
WTCHG_442005_222168	S244
WTCHG_442005_223180	S176
WTCHG_442005_224192	S355
WTCHG_442005_225109	S31
WTCHG_442005_226121	FG23M
WTCHG_442005_227133	S490
WTCHG_442005_228145	S280
WTCHG_442005_229157	S301
WTCHG_442005_230169	S36
WTCHG_442005_231181	S54
WTCHG_442005_232193	S33
WTCHG_442005_233110	S49
WTCHG_442005_234122	S73
WTCHG_442005_235134	S172
WTCHG_442005_236146	S494
WTCHG_442005_237158	S95
WTCHG_442005_238170	S316
WTCHG_442005_239182	S165
WTCHG_442005_240194	S284
WTCHG_442005_241111	S77
WTCHG_442005_242123	S364
WTCHG_442005_243135	S451
WTCHG_442005_244147	S111
WTCHG_442005_245159	S80
WTCHG_442005_246171	S214
WTCHG_442005_247183	FG92
WTCHG_442005_248195	FG84
WTCHG_442005_249112	S383
WTCHG_442005_250124	S390
WTCHG_442005_251136	FG148F
WTCHG_442005_252148	FG148M
WTCHG_442005_257101	S19
WTCHG_442005_259125	S143
WTCHG_442005_261149	FG116
WTCHG_442005_262161	FG83F
WTCHG_442005_263173	S184
WTCHG_442005_264185	S372
WTCHG_442005_265102	FG26R
WTCHG_442005_266114	S129
WTCHG_442005_267126	S481
WTCHG_442005_268138	FG78M
WTCHG_442005_269150	FG119M
WTCHG_442005_270162	S105
WTCHG_442005_271174	S199
WTCHG_442005_272186	S382
WTCHG_442005_273103	FG95
WTCHG_442005_274115	FG145
WTCHG_442005_275127	S20
WTCHG_442005_276139	S337
WTCHG_442005_277151	S408
WTCHG_442005_278163	S197
WTCHG_442005_279175	S441
WTCHG_442005_280187	S210
WTCHG_442005_281104	S457
WTCHG_442005_282116	S380
WTCHG_442005_283128	FG108M
WTCHG_442005_284140	S157
WTCHG_442005_285152	S60
WTCHG_442005_286164	S25
WTCHG_442005_287176	S262
WTCHG_442005_288188	S415
WTCHG_442005_289105	S193
WTCHG_442005_290117	S418
WTCHG_442005_291129	S236
WTCHG_442005_292141	S425
WTCHG_442005_293153	S270
WTCHG_442005_294165	FG113F
WTCHG_442005_295177	S324
WTCHG_442005_296189	FG82
WTCHG_430078_201191	S75
WTCHG_430078_202179	S216
WTCHG_430078_203167	S16
WTCHG_430078_204155	S464
WTCHG_430078_205143	S467
WTCHG_430078_206131	S148
WTCHG_430078_207119	S428
WTCHG_430078_208107	S69
WTCHG_430078_209190	S139
WTCHG_430078_210178	S9
WTCHG_430078_211166	S352
WTCHG_430078_212154	S100
WTCHG_430078_213142	S377
WTCHG_430078_214130	S99
WTCHG_430078_215118	S175
WTCHG_430078_216106	FG2R
WTCHG_430078_217189	S246
WTCHG_430078_218177	FG144
WTCHG_430078_219165	FG85M
WTCHG_430078_220153	S206
WTCHG_430078_221141	FG124
WTCHG_430078_222129	S8
WTCHG_430078_223117	FG113
WTCHG_430078_224105	S445
WTCHG_430078_225188	S369
WTCHG_430078_226176	S46
WTCHG_430078_227164	S378
WTCHG_430078_228152	S309
WTCHG_430078_229140	FG111
WTCHG_430078_230128	FG149M
WTCHG_430078_231116	S483
WTCHG_430078_232104	S133
WTCHG_430078_233187	S426
WTCHG_430078_234175	S218
WTCHG_430078_235163	S74
WTCHG_430078_236151	S207
WTCHG_430078_237139	FG143
WTCHG_430078_238127	S198
WTCHG_430078_239115	S56
WTCHG_430078_240103	FG87
WTCHG_430078_241186	S427
WTCHG_430078_242174	S45
WTCHG_430078_243162	FG84M
WTCHG_430078_244150	FG26M
WTCHG_430078_245138	S44
WTCHG_430078_246126	S385
WTCHG_430078_247114	FG117
WTCHG_430078_248102	S266
WTCHG_430078_249185	S359
WTCHG_430078_250173	S273
WTCHG_430078_251161	S409
WTCHG_430078_257196	S366
WTCHG_430078_258184	S215
WTCHG_430078_259172	S268
WTCHG_430078_260160	S89
WTCHG_430078_261148	FG62F
WTCHG_430078_262136	S231
WTCHG_430078_263124	S71
WTCHG_430078_264112	S335
WTCHG_430078_265195	FG41F
WTCHG_430078_266183	S354
WTCHG_430078_267171	FG33R
WTCHG_430078_268159	FG104
WTCHG_430078_269147	FG105
WTCHG_430078_270135	S255
WTCHG_430078_271123	S43
WTCHG_430078_272111	S41
WTCHG_430078_273194	S194
WTCHG_430078_274182	S235
WTCHG_430078_275170	S340
WTCHG_430078_276158	S269
WTCHG_430078_277146	S149
WTCHG_430078_278134	S212
WTCHG_430078_279122	S443
WTCHG_430078_280110	S435
WTCHG_430078_281193	S202
WTCHG_430078_282181	S70
WTCHG_430078_283169	S404
WTCHG_430078_284157	FG4R
WTCHG_430078_285145	S304
WTCHG_430078_286133	S308
WTCHG_430078_287121	S495
WTCHG_430078_288109	FG16R
WTCHG_430078_289192	FG44F
WTCHG_430078_290180	FG112M
WTCHG_430078_291168	S386
WTCHG_430078_292156	FG101F
WTCHG_430078_293144	S402
WTCHG_430078_294132	S3
WTCHG_430078_295120	S368
WTCHG_430078_296108	S462
WTCHG_430079_201191	S75
WTCHG_430079_202179	S216
WTCHG_430079_203167	S16
WTCHG_430079_204155	S464
WTCHG_430079_205143	S467
WTCHG_430079_206131	S148
WTCHG_430079_207119	S428
WTCHG_430079_208107	S69
WTCHG_430079_209190	S139
WTCHG_430079_210178	S9
WTCHG_430079_211166	S352
WTCHG_430079_212154	S100
WTCHG_430079_213142	S377
WTCHG_430079_214130	S99
WTCHG_430079_215118	S175
WTCHG_430079_216106	FG2R
WTCHG_430079_217189	S246
WTCHG_430079_218177	FG144
WTCHG_430079_219165	FG85M
WTCHG_430079_220153	S206
WTCHG_430079_221141	FG124
WTCHG_430079_222129	S8
WTCHG_430079_223117	FG113
WTCHG_430079_224105	S445
WTCHG_430079_225188	S369
WTCHG_430079_226176	S46
WTCHG_430079_227164	S378
WTCHG_430079_228152	S309
WTCHG_430079_229140	FG111
WTCHG_430079_230128	FG149M
WTCHG_430079_231116	S483
WTCHG_430079_232104	S133
WTCHG_430079_233187	S426
WTCHG_430079_234175	S218
WTCHG_430079_235163	S74
WTCHG_430079_236151	S207
WTCHG_430079_237139	FG143
WTCHG_430079_238127	S198
WTCHG_430079_239115	S56
WTCHG_430079_240103	FG87
WTCHG_430079_241186	S427
WTCHG_430079_242174	S45
WTCHG_430079_243162	FG84M
WTCHG_430079_244150	FG26M
WTCHG_430079_245138	S44
WTCHG_430079_246126	S385
WTCHG_430079_247114	FG117
WTCHG_430079_248102	S266
WTCHG_430079_249185	S359
WTCHG_430079_250173	S273
WTCHG_430079_251161	S409
WTCHG_430079_257196	S366
WTCHG_430079_258184	S215
WTCHG_430079_259172	S268
WTCHG_430079_260160	S89
WTCHG_430079_261148	FG62F
WTCHG_430079_262136	S231
WTCHG_430079_263124	S71
WTCHG_430079_264112	S335
WTCHG_430079_265195	FG41F
WTCHG_430079_266183	S354
WTCHG_430079_267171	FG33R
WTCHG_430079_268159	FG104
WTCHG_430079_269147	FG105
WTCHG_430079_270135	S255
WTCHG_430079_271123	S43
WTCHG_430079_272111	S41
